Kukulegama(CEB),49.0
Halwathura (HMIS),NA
Anguruwathota (HMIS),NA
Dela (HMIS),8.0
Magura (Baduraliya) (HMIS),NA
Malwala (HMIS),NA
Banagoda (HMIS),23.0
Watapotha (HMIS),NA
Paragoda (HMIS),NA
