"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Kalutara,"Bulathsinhala and
Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kandy,"* Ganga Ihala Korale and
* Pasbage Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"* Yatiyanthota,
* Aranayaka and
* Bulathkohupitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matara,"Pitabeddara and
Kotapola
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,,"* Nuwara Eliya,
↑ Ambagamuwa and
* Kotmale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Ratnapura,"Kalawana,
Kuruwita,
Nivithigala,
Elapatha,
Ayagama,
Eheliyagoda,
Ratnapura and
Kiriella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","* Imbulpe
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
"Note: ↑shifted one level up, ↑↑shifted two levels up, ↓shifted one level down, ↓↓shifted two levels down.",,,
*newly added with the last update,,,
