பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 5 - 1 7,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,32,25,95,70,அடிக்கடி மழை பெய்யும்
மட்டக்களப்பு,32,26,95,70,பி.ெ. 2.00 மணிக்குப் பின்னர் மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்
வகாழும்பு,32,25,95,75,அவ்வப்பெோது மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்
காலி,31,26,90,75,அவ்வப்பெோது மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்
யாழ்ப்பாணம்,30,24,95,85,அவ்வப்பெோது மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்
கண்டி,29,22,95,75,அடிக்கடி மழை பெய்யும்
நுவவரலியா,19,14,95,80,அடிக்கடி மழை பெய்யும்
இரத்தினபுரி,30,23,95,85,அவ்வப்பெோது மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்
திருககாணமலை,32,24,95,70,பி.ெ. 2.00 மணிக்குப் பின்னர் மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்
மன்னார்,30,24,95,80,அவ்வப்பெோது மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்
