River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
5:00 am","Water
Level at
6:00 am",Remarks,"Water
Level
Rising or
Falling","21 Hr RF
in mm at
06.00 am"
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,5.80,5.70,Minor Flood,Falling,-
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,8.00,7.94,Alert,Falling,2.0
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,12.90,12.77,Normal,,0.9
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.93,1.99,Normal,,3.4
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.40,1.36,Normal,,3.1
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.70,1.68,Normal,,0.8
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.90,0.90,Normal,,0.5
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,5.49,5.50,Major Flood,Rising,1.0
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,12.61,12.59,Major Flood,Falling,5.4
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,7.42,7.37,Alert,Falling,1.4
,Maguru Ganga,Magura,m,4.00,6.00,7.50,5.55,5.53,Alert,Falling,0.0
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,11.10,11.06,Major Flood,Falling,4.2
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,5.37,5.40,Major Flood,Rising,0.0
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,3.12,3.05,Normal,,0.0
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,3.39,3.34,Major Flood,Falling,2.0
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,NA,NA,-,-,-
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,2.18,2.15,Normal,,4.3
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.10,1.09,Normal,,2.7
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.30,1.30,Normal,,0.0
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.44,0.43,Normal,,0.0
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.72,0.72,Normal,,0.0
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.28,1.28,Normal,,0.0
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.27,-0.27,Normal,,0.0
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.83,0.83,Normal,,0.0
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.44,0.43,Normal,,0.0
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.44,0.42,Normal,,21.5
,Mahaweli Ganga,Manampitiya (HMIS),m,3.00,4.30,6.00,0.33,0.31,Normal,,0.0
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.77,-2.83,Normal,,0.0
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.93,2.90,Normal,,0.0
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.57,1.57,Normal,,0.0
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.38,0.39,Normal,,0.0
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.53,1.53,Normal,,0.0
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.53,0.53,Normal,,0.0
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.22,1.21,Normal,,0.0
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,1.84,1.86,Normal,,1.3
"Maha Oya
(RB 102)",Maha Oya,Badalgama,m,5.00,6.20,9.60,4.11,4.04,Normal,,2.5
,Maha Oya,Giriulla,m,5.50,6.50,7.50,2.74,2.68,Normal,,1.7
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,5.60,5.57,Major Flood,Falling,5.1
