River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,3.50,3.30,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,5.22,5.22,Normal,,28.9,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,11.91,11.98,Normal,,32.0,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.81,1.90,Normal,,32.4,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.35,1.34,Normal,,27.0,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.54,1.57,Normal,,27.7,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.86,0.85,Normal,,8.2,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,3.66,3.65,Alert,Falling,11.3,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,9.32,9.29,Normal,,16.0,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,3.65,3.67,Normal,,20.0,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,3.60,3.70,Normal,,24.0,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,7.62,7.60,Minor Flood,Falling,40.2,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,3.02,3.29,Normal,,62.5,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.51,3.53,Alert,Rising,29.5,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.17,1.17,Normal,,31.2,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.52,4.57,Normal,,58.6,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.44,1.60,Normal,,39.1,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.77,0.90,Normal,,43.6,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.70,0.70,Normal,,2.8,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.12,0.10,Normal,,2.6,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.64,0.64,Normal,,5.2,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.06,1.05,Normal,,12.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.30,-0.29,Normal,,2.5,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.96,0.95,Normal,,0.7,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.46,0.45,Normal,,0.7,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.56,0.54,Normal,,55.0,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.76,-0.78,Normal,,0.0,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.38,0.36,Normal,,0.0,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.30,-2.42,Normal,,23.9,
Mahaweli Ganga,Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.28,2.49,Normal,,4.8,
(RB 60),Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.42,1.45,Normal,,17.9,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.53,0.52,Normal,,0.6,
,Agra Oya,Calidonia,m,3.00,3.50,4.50,0.98,0.98,Normal,,4.4,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.92,1.90,Normal,,0.0,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.33,0.33,Normal,,0.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.35,1.33,Normal,,5.9,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,-0.10,-0.10,Normal,,0.0,
"Deduru Oya
(RB 99)",Deduru Oya,Ridi bendi Ella (Dam),m,3.30,4.20,4.70,1.13,1.13,Normal,,10.0,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.65,2.65,Normal,,18.8,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.43,1.45,Normal,,25.5,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,3.54,3.50,Alert,Falling,13.0,
