River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,2.30,2.20,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,4.69,4.61,Normal,,0.0,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,12.14,12.02,Normal,,1.2,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,2.08,2.00,Normal,,11.3,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.56,1.52,Normal,,17.1,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.04,1.02,Normal,,10.0,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.09,1.09,Normal,,21.1,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.69,1.65,Normal,,0.0,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,6.69,6.68,Normal,,5.0,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,2.85,2.77,Normal,,0.0,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.68,2.55,Normal,,3.4,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,5.20,5.15,Alert,Falling,14.3,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.27,2.24,Normal,,25.1,
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.03,2.01,Normal,,1.5,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.80,1.80,Minor Flood,,0.0,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,5.24,5.20,Alert,Falling,3.9,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.58,1.58,Normal,,5.4,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.04,1.03,Normal,,6.7,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,2.87,2.86,Alert,Falling,3.4,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,1.66,1.63,Normal,,17.9,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.38,1.37,Normal,,5.3,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.89,1.88,Normal,,16.0,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,1.84,1.83,Normal,,2.8,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.14,1.14,Normal,,3.1,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.68,0.68,Normal,,0.0,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.76,0.72,Normal,,10.7,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.46,-0.47,Normal,,11.5,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.68,0.67,Normal,,11.5,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.51,-2.58,Normal,,41.7,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.79,2.88,Normal,,8.8,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.43,1.41,Normal,,1.7,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.74,0.74,Normal,,1.3,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,2.34,2.32,Normal,,8.2,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,1.25,1.32,Normal,,36.3,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,2.11,2.12,Normal,,17.9,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,1.78,1.76,Normal,,27.2,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,4.80,4.60,Normal,,19.0,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,5.00,4.85,Normal,,16.4,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,3.58,3.53,Normal,,34.7,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,4.72,4.68,Minor Flood,Falling,2.6,
