River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
5:00 am","Water
Level at
6:00 am",Remarks,"Water
Level
Rising or
Falling","21 Hr RF
in mm at
6.00 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,2.80,2.80,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,6.20,6.22,Normal,,157.2,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,13.92,13.77,Normal,,179.2,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.83,1.73,Normal,,,67.3,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.32,1.34,Normal,,,75.9,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.73,1.64,Normal,,116.,,0
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.01,0.99,Normal,,,47.0,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.57,2.56,Normal,,,22.9,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,8.65,8.65,Normal,,,75.6,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,4.84,4.84,Normal,,,40.0,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,4.83,4.83,Alert,,,83.4,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,6.78,6.84,Minor Flood,Rising,,39.6,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.23,3.25,Normal,,,28.8,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.80,2.73,Normal,,,56.7,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.05,1.02,Normal,,,34.5,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.77,3.95,Normal,,,41.5,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.49,1.97,Normal,,,34.4,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.57,0.58,Normal,,,25.8,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.15,1.16,Normal,,0.0,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.39,1.38,Normal,,0.0,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.25,1.20,Normal,,0.0,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.58,1.57,Normal,,0.0,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.85,0.85,Normal,,0.0,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.99,0.98,Normal,,1.6,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.48,0.48,Normal,,0.0,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.28,0.28,Normal,,0.0,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,0.53,0.52,Normal,,0.0,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-,-2.98,Normal,,0.0,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.26,2.22,Normal,,,46.7,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.68,1.62,Normal,,,30.9,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.68,0.60,Normal,,0.1,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,2.86,2.88,Normal,,,70.9,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.81,0.79,Normal,,,21.4,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,-,-,,,3.9,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,-,-,,,,70.2,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,2.29,3.60,Normal,,,83.6,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,4.76,4.73,Normal,,113.,,2
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,3.78,3.73,Normal,,166.7,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,4.65,4.70,Minor Flood,Rising,179.4,,
