"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :27th March 2025 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ හානි
KOik Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
සබරගමුෙ පලාත,1,"රත්නපුර
,uj;jpdGhp
Rathnapura",Kolonna,Tree Fallen,2025.03.25,1,4,,,,,1,,,,,,
,,,Kalawana,Tree Fallen,2025.03.25,1,2,,,,,1,,,,,,
,,,Nivithigala,Tree Fallen,2025.03.25,1,3,,,,,1,,,,,,
,,,Opanayake,Cutting Failiture,2025.03.25,1,4,,,,,1,,,,,,
,,,Kahawattha,Tree Fallen,2025.03.25,2,3,,,,,2,,,,,,
,,,Elapatha,Tree Fallen,2025.03.25,1,2,,,,,1,,,,,,
rg;ufKt,දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total,,,,,7,18,0,0,0,0,7,0,0,0,0,0,
Sabaragamuwa,2,"කෑගල්ල
Nffhiy
Kegalle",Yatiyanthota,"Highwind/Tree
fallen/Lightning",2025.03.25,32,127,,,,,43,,,,,,
,,,Ruwanwella,,2025.03.25,5,22,,,,,5,,,,,,
,,,Warakapola,,2025.03.25,1,6,,,,,1,,,,,,
,,,Aranayake,,2025.03.25,2,7,,,,,2,,,,,,
,,,Mavanella,,2025.03.25,2,5,,,,,2,,,,,,
,දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total,,,,,42,167,0,0,0,0,53,0,0,0,0,0,
,පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,49,185,0,0,0,0,60,0,0,0,0,0,
"දකුණු පලාත
njd; khfhzk;
Southern",,,Niyagama,Tree Fallen,2025.03.25,1,2,,,,,1,,,,,,
,3,ගාල්ල/fhyp/Galle,Kadawathsathara,Fire,2025.03.26,1,5,,,,,1,,,,,,
,දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total,,,,,2,7,0,0,0,0,2,0,0,0,0,0,
"Western
Nky; khfhzk;
බස්නාහිර පලාත",5,"කළුතර
fSj;Jiw
Kalutara",Kalutara,Tree Fallen,2025.03.13 - 24,4,25,,,,,3,,,,,,
,,,Ingiriya,Highwind,,13,46,,,,,10,,,,,,
,,,Dodangoda,Highwind,,2,4,,,,,2,,,,,,
,,,Mathugama,Highwind,,12,30,,,,,9,,,,,,
,,,Agalawaththa,Highwind,,3,10,,,,,,,,,,,
,,,Horana,Heavy Rain,,1,1,,,,,1,,,,,,
,,,Beruwala,Lightning,,4,17,,,,,4,,,,,,
,,,Palindanuwara,Highwind,,6,11,,,,,3,,,,,,
,,,Bulathsinhala,Highwind,,5,16,,,,,5,,,,,,
,,,Walallavita,Wind / Lightning,,11,46,,,,,11,,,,,,
,දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total,,,,,61,206,0,0,0,0,48,0,0,0,0,0,
,පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,61,206,0,0,0,0,48,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,110,391,0,0,0,0,108,0,0,0,0,0,
ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre,,,,,,,,,,,,,,,,,,
,,,,,,,"හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,
