,මන්නාරම,,විටින් විට වැසි වහෝ,,,විටින් විට වැසි වහෝ,,වැසි වාර කීෙයක්.,,
,,,"ගිගුරුම් සහිත වැසි,",,,"ගිගුරුම් සහිත වැසි,",,,,
,,,ඇතැම් ස්ථාන වලට,,,ඇතැම් ස්ථාන වලට,,,,
,,,මි.මි. 100 ට වැඩි තද,,,මි.මි. (50-75) දක්වා,,,,
,,,වැසි,,,තරමක තද වැසි,,,,
,කිලිවනාච්චි,,විටින් විට වැසි වහෝ,,,විටින් විට වැසි වහෝ,,වැසි වාර කීෙයක්.,,
,,,"ගිගුරුම් සහිත වැසි,",,,"ගිගුරුම් සහිත වැසි,",,,,
,,,ඇතැම් ස්ථාන වලට,,,ඇතැම් ස්ථාන වලට,,,,
,,,මි.මි. (100-150) ක,,,මි.මි. 100 ට වැඩි තද,,,,
,,,ෙමණ තද වැසි,,,වැසි,,,,
උතුරු-මැද,අනුරාධ්‍පුර,,විටින් විට වැසි වහෝ,,"විටින් විට වැසි වහෝ
ගිගුරුම් සහිත වැසි,
(50-75) දක්වා
තරමක තද වැසි",,,"සවස් කාලවේදී වහෝ
රාත්‍රී කාලවේදී වැසි
වහෝ ගිගුරුම් සහිත
වැසි",,
,,,"ගිගුරුම් සහිත වැසි,",,,,,,,
,,,ඇතැම් ස්ථාන වලට,,,,,,,
,,,මි.මි. (75-100),,,,,,,
,,,දක්වා තරමක තද,,,,,,,
,,,වැසි,,,,,,,
,වොවලාන්නරුව,,විටින් විට වැසි වහෝ,,"විටින් විට වැසි වහෝ
ගිගුරුම් සහිත වැසි",,,වැසි වාර කීෙයක්.,,
,,,"ගිගුරුම් සහිත වැසි,",,,,,,,
,,,ඇතැම් ස්ථාන වලට,,,,,,,
,,,මි.මි. (100-150) ක,,,,,,,
,,,ෙමණ තද වැසි,,,,,,,
නැවගනහිර,ත්‍රිකුණාමලය,"විටින් විට වැසි වහෝ
ගිගුරුම් සහිත වැසි,
ඇතැම් ස්ථාන වලට
මි.මි. (100-150) ක
ෙමණ තද වැසි",,,"විටින් විට වැසි වහෝ
ගිගුරුම් සහිත වැසි,
(50-75) දක්වා
තරමක තද වැසි",,,වැසි වාර කීෙයක්.,,
,අම්ොර,,විටින් විට වැසි වහෝ,,"විටින් විට වැසි වහෝ
ගිගුරුම් සහිත වැසි",,,වැසි වාර කීෙයක්.,,
,,,"ගිගුරුම් සහිත වැසි,",,,,,,,
,,,ඇතැම් ස්ථාන වලට,,,,,,,
,,,මි.මි. 150 ට වැඩි,,,,,,,
,,,ඉතා තද වැසි,,,,,,,
,මඩකලපුව,,විටින් විට වැසි වහෝ,,"විටින් විට වැසි වහෝ
ගිගුරුම් සහිත වැසි",,,වැසි වාර කීෙයක්.,,
,,,"ගිගුරුම් සහිත වැසි,",,,,,,,
,,,ඇතැම් ස්ථාන වලට,,,,,,,
,,,මි.මි. 150 ට වැඩි,,,,,,,
,,,ඉතා තද වැසි,,,,,,,
සබරගමුව,රත්නපුර,,සවස් කාලවේදී වහෝ,,"වැසි වහෝ ගිගුරුම්
සහිත වැසි.",,,,සවස් කාලවේදී වහෝ,
,,,රාත්‍රී කාලවේදී වැසි,,,,,,රාත්‍රී කාලවේදී වැසි,
,,,වහෝ ගිගුරුම් සහිත,,,,,,වහෝ ගිගුරුම් සහිත,
,,,වැසි,,,,,,වැසි,
,කෑගල්ල,,සවස් කාලවේදී වහෝ,,"වැසි වහෝ ගිගුරුම්
සහිත වැසි.",,,,සවස් කාලවේදී වහෝ,
,,,රාත්‍රී කාලවේදී වැසි,,,,,,රාත්‍රී කාලවේදී වැසි,
,,,වහෝ ගිගුරුම් සහිත,,,,,,වහෝ ගිගුරුම් සහිත,
,,,වැසි,,,,,,වැසි,
බස්නාහිර,වකාළඹ,,සවස් කාලවේදී වහෝ,,"වැසි වහෝ ගිගුරුම්
සහිත වැසි.",,,"ප්රධ්‍ාන වශවයන්
වැසි රහිත.",ප්රධ්‍ාන වශවයන්,
,,,රාත්‍රී කාලවේදී වැසි,,,,,,වැසි රහිත.,
,,,වහෝ ගිගුරුම් සහිත,,,,,,,
,,,වැසි ඇතිවිය හැක,,,,,,,
,කළුතර,,සවස් කාලවේදී වහෝ,,"වැසි වහෝ ගිගුරුම්
සහිත වැසි.",,,,සවස් කාලවේදී වහෝ,
,,,රාත්‍රී කාලවේදී වැසි,,,,,,රාත්‍රී කාලවේදී වැසි,
,,,වහෝ ගිගුරුම් සහිත,,,,,,වහෝ ගිගුරුම් සහිත,
,,,වැසි ඇතිවිය හැක,,,,,,වැසි,
,ගම්ෙහ,,සවස් කාලවේදී වහෝ,,"වැසි වහෝ ගිගුරුම්
සහිත වැසි.",,,"ප්රධ්‍ාන වශවයන්
වැසි රහිත.",ප්රධ්‍ාන වශවයන්,
,,,රාත්‍රී කාලවේදී වැසි,,,,,,වැසි රහිත.,
,,,වහෝ ගිගුරුම් සහිත,,,,,,,
,,,වැසි,,,,,,,
දකුණ,ගාල්ල,,සවස් කාලවේදී වහෝ,,"වැසි වහෝ ගිගුරුම්
සහිත වැසි.",,,,සවස් කාලවේදී වහෝ,
,,,රාත්‍රී කාලවේදී වැසි,,,,,,රාත්‍රී කාලවේදී වැසි,
,,,වහෝ ගිගුරුම් සහිත,,,,,,වහෝ ගිගුරුම් සහිත,
,,,වැසි ඇතිවිය හැක,,,,,,වැසි,
