பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 9 - 0 4,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,35,26,90,50,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
மட்டக்களப்பு,34,26,90,65,பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
வகாழும்பு,31,26,85,70,அடிக்கடி மலை வபய்யும்
காலி,30,26,90,80,அடிக்கடி மலை வபய்யும்
யாழ்ப்பாணம்,33,27,85,65,பிரதானமாக சீரான வானிலை
கண்டி,30,22,95,60,பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
நுவவரலியா,20,15,90,67,பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
இரத்தினபுரி,33,25,95,65,அடிக்கடி மலை வபய்யும்
திருககாணமலை,37,26,85,45,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
மன்னார்,31,28,90,75,சிறிதளவில் மலை வபய்யும்
