"24 மணி
மநரம்","24-48 மணி
மநரம்","48-72 மணி
மநரம்","72-96 மணி
மநரம்","96-120
மணி மநரம்","120-144
மணி மநரம்","144-168
மணி மநரம்"
இல்ழல,இல்ழல,இல்ழல,இல்ழல,இல்ழல,இல்ழல,இல்ழல
