"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 03rd September 2026 at 1000hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk; Muk;gpj;j
jpfjp Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ හානි
KOik Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"සබරගමුව පලාත
rg;ufKt
Sabaragamuwa",1,"රත්නපුර
,uj;jpdGhp
Rathnapura",01 DS Division,Drought,2026.08.11,144,499,,,,,,,,,,,"වියළි කාලගුණ
තත්ත්වය ලහරතුලවන්
පීඩාවට පත් ප්‍රා.ලේ
ලකාට්ඨාශ එකක පවුේ
17ක් ස්ත්‍ඳහා පානීය ජලය"
,දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,144,499,0,0,0,0,0,0,0,0,0,0,ලබදා දීම සිදු කරනු ලබයි.
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,144,499,0,0,0,0,0,0,0,0,0,0,
"නැමගනහිර පලාත
fpof;F
Eastern",2,"අම්පාර
mk;ghiw
Ampara",03 DS Divisions,Drought,2026.08.17,3764,11964,,,,,,,,,,,"වියළි කාලගුණ
තත්ත්වය ලහරතුලවන්
පීඩාවට පත් ප්‍රා.ලේ
ලකාට්ඨාශ තුනක පවුේ
3764 ක් ස්ත්‍ඳහා පානීය
ජලය ලබදා දීම සිදු කරනු"
,දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,3764,11964,0,0,0,0,0,0,0,0,0,0,ලබයි.
,3,"මඩකලපුව
kl;lf;fsg;G
Batticaloa",08 DS Divisions,Drought,2026.08.01,11142,33394,,,,,,,,,,,"වියළි කාලගුණ
තත්ත්වය ලහරතුලවන්
පීඩාවට පත් ප්‍රා.ලේ
ලකාට්ඨාශ අටක පවුේ
11142ක් ස්ත්‍ඳහා පානීය"
,දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,11142,33394,0,0,0,0,0,0,0,0,0,0,"ජලය ලබදා දීම සිදු කරනු
ලබයි."
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,14906,45358,0,0,0,0,0,0,0,0,0,0,
"ඌව
Cth khfhzk;
Uva",4,"මමානරාගල
nkhdwhfiy
Moneragala",08 DS Divisions,Drought,2026.07.01,11751,37890,,,,,,,,,,,"වියළි කාලගුණ
තත්ත්වය ලහරතුලවන්
පීඩාවට පත් ප්‍රා.ලේ
ලකාට්ඨාශ අටක පවුේ
11751ක් ස්ත්‍ඳහා පානීය"
,දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,11751,37890,0,0,0,0,0,0,0,0,0,0,"ජලය ලබදා දීම සිදු කරනු
ලබයි."
,5,"බදුල්ල
gJs;is Badulla",05 DS Divisions,Drought,2026.08.11,2227,8383,,,,,,,,,,,"වියළි කාලගුණ
තත්ත්වය ලහරතුලවන්
පීඩාවට පත් ප්‍රා.ලේ
ලකාට්ඨාශ පහක පවුේ
2227ක් ස්ත්‍ඳහා පානීය
ජලය ලබදා දීම සිදු කරනු"
,දිසරික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,2227,8383,0,0,0,0,0,0,0,0,0,0,ලබයි.
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,13978,46273,0,0,0,0,0,0,0,0,0,0,
