"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,,
District,Divisional Secretariat Divisions and Locations,,,
,Level 1 (Yellow),"Level 2
(Amber)","Level 3
(Red)","Areas and places which
need special attention"
Badulla,,"Haldummulla,
Passara, Lunugala,
Ella, Haliela,
Badulla, Haputale
Bandarawela,
Soranathota,
Uva Paranagama
and Welimada
Divisional
Secretariat Divisions
(DSD) and
surrounding areas",,"All mountainous areas,
manmade cut slopes and
roads within the relevant
DS divisions
අදාල ප්‍රාගේශීය ගල්කම්
ගකාට්ඨාශ්‍ තුල පිහිටි
කඳුකර බෑවුම් හා ඒ
ආශ්‍රිත ප්‍රගේශ්‍ තුල පිහිටි
නිර්ිත
gpuNjr nrayf
gphptpDs;shd rfy
kiyg;ghq;fhd gFjpfs;;
kw;Wk; ntl;lg;gl;l epyr;
rha;Tfs;;
Specially: All the landslide
susceptible areas previously
identified by NBRO.
විගේෂ: ජාතික
ග ාඩනැගිලි පර්ගේෂණ
සංවිධානය විසින්
නායයෑගම් අවදානමක්ස
ඇති ගලස පුර්වගයන්
හදුනාග න ඇති ප්‍රගේශ්‍
tpNrlkhf: NBROtpdhy;
Kd;dh;
milahsg;gLj;jg;gl;l
kz;rhpTf;fhd
VJepiyAs;s rfy
gpuNjrq;fs"
Kandy,"↓Medadumbara
Divisional
Secretariat Division
(DSD) and
surrounding areas.","↓Ududumbara
Divisional
Secretariat Division
(DSD) and
surrounding areas.",,
Nuwara Eliya,"↓Haguranketha,
↓Nuwara Eliya,
↓Kotmale and
↓Ambagamuwakor
ale
Divisional
Secretariat
Divisions (DSD)
and surrounding
areas.","↓Walapane
Divisional
Secretariat Division
(DSD) and
surrounding areas.",,
Ratnapura,"Kolonna
Divisional
Secretariat Division
(DSD) and
surrounding areas.","Balangoda and
Imbulpe
Divisional
Secretariat Divisions
(DSD) and
surrounding areas.",,
