බස්නාහිර,හකාළඹ,,විටින් විට වැසි ඇතිහේ.,,,විටින් විට වැසි,,"විටින් විට වැසි ඇතිහේ.
විටින් විට හමන
පැ.කි.මී. (30-40) ක
පමණ තරමක තද සුළං
ඇතිවිය හැක."
,,,විටින් විට හමන,,,ඇතිහේ.,,
,,,පැ.කි.මී. (30-40) ක,,,විටින් විට හමන,,
,,,පමණ තරමක තද සුළං,,,පැ.කි.මී. (30-40) ක,,
,,,ඇතිවිය හැක.,,,පමණ තරමක තද,,
,,,,,,සුළං ඇතිවිය හැක.,,
,කළුතර,,විටින් විට වැසි ඇතිහේ.,,,විටින් විට වැසි,,"විටින් විට වැසි ඇතිහේ.
විටින් විට හමන
පැ.කි.මී. (30-40) ක
පමණ තරමක තද සුළං
ඇතිවිය හැක."
,,,විටින් විට හමන,,,ඇතිහේ.,,
,,,පැ.කි.මී. (30-40) ක,,,විටින් විට හමන,,
,,,පමණ තරමක තද සුළං,,,පැ.කි.මී. (30-40) ක,,
,,,ඇතිවිය හැක.,,,පමණ තරමක තද,,
,,,,,,සුළං ඇතිවිය හැක.,,
,ගම්පහ,,විටින් විට වැසි ඇතිහේ.,,,විටින් විට වැසි,,"විටින් විට වැසි ඇතිහේ.
විටින් විට හමන
පැ.කි.මී. (30-40) ක
පමණ තරමක තද සුළං
ඇතිවිය හැක."
,,,විටින් විට හමන,,,ඇතිහේ.,,
,,,පැ.කි.මී. (30-40) ක,,,විටින් විට හමන,,
,,,පමණ තරමක තද සුළං,,,පැ.කි.මී. (30-40) ක,,
,,,ඇතිවිය හැක.,,,පමණ තරමක තද,,
,,,,,,සුළං ඇතිවිය හැක.,,
දකුණ,ගාල්ල,,විටින් විට වැසි ඇතිහේ.,,,විටින් විට වැසි,,"විටින් විට වැසි ඇතිහේ.
විටින් විට හමන
පැ.කි.මී. (30-40) ක
පමණ තරමක තද සුළං
ඇතිවිය හැක."
,,,විටින් විට හමන,,,ඇතිහේ.,,
,,,පැ.කි.මී. (30-40) ක,,,විටින් විට හමන,,
,,,පමණ තරමක තද සුළං,,,පැ.කි.මී. (30-40) ක,,
,,,ඇතිවිය හැක.,,,පමණ තරමක තද,,
,,,,,,සුළං ඇතිවිය හැක.,,
,මාතර,,විටින් විට වැසි ඇතිහේ.,,,විටින් විට වැසි,,"විටින් විට වැසි ඇතිහේ.
විටින් විට හමන
පැ.කි.මී. (30-40) ක
පමණ තරමක තද සුළං
ඇතිවිය හැක."
,,,විටින් විට හමන,,,ඇතිහේ.,,
,,,පැ.කි.මී. (30-40) ක,,,විටින් විට හමන,,
,,,පමණ තරමක තද සුළං,,,පැ.කි.මී. (30-40) ක,,
,,,ඇතිවිය හැක.,,,පමණ තරමක තද,,
,,,,,,සුළං ඇතිවිය හැක.,,
,හම්බන්හතාට,"ප්‍රධ්‍ාන වශහයන් වැසි
රහිත .
විටින් විට හමන
පැ.කි.මී. (40-50) ක
පමණ තද සුළං ඇතිවිය
හැක.",,,"ප්‍රධ්‍ාන වශහයන් වැසි
රහිත .
විටින් විට හමන
පැ.කි.මී. (40-50) ක
පමණ තද සුළං
ඇතිවිය හැක.",,,"ප්‍රධ්‍ාන වශහයන් වැසි
රහිත .
විටින් විට හමන
පැ.කි.මී. (40-50) ක
පමණ තද සුළං ඇතිවිය
හැක."
ඌව,හමාණරාගල,"ප.ව. 2.00 න් පසු ස්ථාන
ස්වල්පයක වැසි හහෝ
ගිගුරුම් සහිත වැසි ඇති
විය හැක.",,,,ප.ව. 2.00 න් පසු,,"ප.ව. 2.00 න් පසු
ස්ථාන ස්වල්පයක වැසි
හහෝ ගිගුරුම් සහිත වැසි
ඇති විය හැක."
,,,,,,ස්ථාන ස්වල්පයක,,
,,,,,,වැසි හහෝ ගිගුරුම්,,
,,,,,,සහිත වැසි ඇති විය,,
,,,,,,හැක.,,
,,,,,,,,
,,,,,,,,
