"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"Hali Ela and
Lunugala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Passara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kandy,"Medadumbara and
Pathadumbara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Gangawata Korale and
Udadumbara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Dehiowita,
Ruwanwella,
Yatiyanthota,
Mawanella and
Deraniyagala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kurunegala,"Rideegama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matale,"Ukuwela,
Ambanganga Korale,
Rattota and
Matale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matara,"* Kotapola and
* Pasgoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Moneragala,"Bibila
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,,"Ambagamuwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
