,අම්පාර,"ප.ව. 2.00 න් පසු සරථාන
සරවල්පයක වැසි තහෝ
ගිගුරුම් සහිෙ වැසි ඇති
විය හැක.",,,,ප.ව. 2.00 න් පසු,,"ප.ව. 2.00 න් පසු සරථාන
සරවල්පයක වැසි තහෝ
ගිගුරුම් සහිෙ වැසි ඇති විය
හැක.",,
,,,,,,සරථාන සරවල්පයක,,,,
,,,,,,වැසි තහෝ ගිගුරුම්,,,,
,,,,,,සහිෙ වැසි ඇති විය,,,,
,,,,,,හැක.,,,,
,මඩකලපුව,,ප.ව. 2.00 න් පසු සරථාන,,,ප.ව. 2.00 න් පසු සරථාන,,,ප.ව. 2.00 න් පසු සරථාන,
,,,සරවල්පයක වැසි තහෝ,,,සරවල්පයක වැසි තහෝ,,,සරවල්පයක වැසි තහෝ,
,,,ගිගුරුම් සහිෙ වැසි ඇති,,,ගිගුරුම් සහිෙ වැසි ඇති,,,ගිගුරුම් සහිෙ වැසි ඇති විය,
,,,විය හැක.,,,විය හැක.,,,හැක.,
සබරගමුව,රත්නපුර,විටින් විට වැසි ඇති තේ.,,,"විටින් විට වැසි ඇති
තේ.",,,විටින් විට වැසි ඇති තේ.,,
,කෑගල්ල,විටින් විට වැසි ඇති තේ.,,,"විටින් විට වැසි ඇති
තේ.",,,විටින් විට වැසි ඇති තේ.,,
බසරනාහිර,තකාළඹ,,වැසි වාර කිහිපයක් ඇති,,,වැසි වාර කිහිපයක්,,,වැසි වාර කිහිපයක් ඇති,
,,,තේ.,,,ඇති තේ.,,,තේ.,
,කළුෙර,විටින් විට වැසි ඇති තේ.,,,,වැසි වාර කිහිපයක්,,,වැසි වාර කිහිපයක් ඇති,
,,,,,,ඇති තේ.,,,තේ.,
,ගම්පහ,,වැසි වාර කිහිපයක් ඇති,,,වැසි වාර කිහිපයක්,,,වැසි වාර කිහිපයක් ඇති,
,,,තේ.,,,ඇති තේ.,,,තේ.,
දකුණ,ගාල්ල,,විටින් විට වැසි ඇති තේ.,,,විටින් විට වැසි ඇති තේ.,,,වැසි වාර කිහිපයක් ඇති තේ.,
,මාෙර,විටින් විට වැසි ඇති තේ.,විටින් විට වැසි ඇති තේ.,,,විටින් විට වැසි ඇති,,,වැසි වාර කිහිපයක් ඇති,
,,,,,,තේ.,,,තේ.,
,හම්බන්තොට,"වැසි වාර කිහිපයක් ඇති
තේ. විටින් විට හමන
පැ.කි.මී. (40-50) ක
පමණ ෙරමක ෙද සුළං
ඇතිවිය හැක.",,,"වැසි සරවල්පයක්
ඇතිවිය හැක. විටින්
විට හමන පැ.කි.මී. (40-
50) ක පමණ ෙරමක ෙද
සුළං ඇතිවිය හැක.",,,"වැසි සරවල්පයක් ඇතිවිය
හැක. විටින් විට හමන
පැ.කි.මී. (40-50) ක පමණ
ෙරමක ෙද සුළං ඇතිවිය
හැක.",,
ඌව,තමාණරාගල,,ප.ව. 2.00 න් පසු සරථාන,,,ප.ව. 2.00 න් පසු සරථාන,,"ප.ව. 2.00 න් පසු සරථාන
සරවල්පයක වැසි තහෝ ගිගුරුම්
සහිෙ වැසි ඇති විය හැක.
විටින් විට හමන පැ.කි.මී.
(30-40) ක පමණ ෙරමක
ෙද සුළං ඇතිවිය හැක.",,
,,,සරවල්පයක වැසි තහෝ,,,සරවල්පයක වැසි තහෝ,,,,
,,,ගිගුරුම් සහිෙ වැසි ඇති,,,ගිගුරුම් සහිෙ වැසි ඇති,,,,
,,,විය හැක. විටින් විට,,,විය හැක. විටින් විට,,,,
,,,හමන පැ.කි.මී. (30-40),,,හමන පැ.කි.මී. (30-,,,,
,,,ක පමණ ෙරමක ෙද,,,40) ක පමණ ෙරමක,,,,
,,,සුළං ඇතිවිය හැක.,,,ෙද සුළං ඇතිවිය හැක.,,,,
