River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,3.10,3.30,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,5.92,5.86,Normal,,4,8.7
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,12.71,12.55,Normal,,8,8.5
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.60,1.56,Normal,,5,7.4
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.20,1.24,Normal,,3,2.5
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.25,1.14,Normal,,9,3.1
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.83,0.83,Normal,,3,3.1
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.94,2.98,Normal,,6,8.5
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,8.53,8.56,Normal,,8,2.1
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,4.40,4.36,Normal,,3,7.9
,Maguru Ganga,Magura,m,4.00,6.00,7.50,5.08,5.03,Alert,Falling,6,3.6
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,7.21,7.25,Minor Flood,Rising,122.8,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.93,3.95,Alert,Rising,6,4.4
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.65,2.66,Normal,,6,2.2
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.47,1.48,Alert,Rising,3,8.1
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,5.51,5.47,Alert,Falling,3,7.1
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.55,1.51,Normal,,5,1.6
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.66,0.64,Normal,,3,4.2
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.97,1.97,Normal,,6.1,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.62,0.63,Normal,,3.1,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.86,0.86,Normal,,0.0,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.35,1.34,Normal,,0.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.17,-0.17,Normal,,2.6,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.94,0.94,Normal,,0.0,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.62,0.62,Normal,,0.0,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.52,0.52,Normal,,0.0,
,Mahaweli Ganga,Manampitiya (HMIS),m,3.00,4.30,6.00,0.93,0.90,Normal,,1.2,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.50,-2.85,Normal,,0.0,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.05,1.98,Normal,,14.5,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.35,1.34,Normal,,3,7.3
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.43,0.42,Normal,,0.1,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.88,1.88,Normal,,0.0,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.58,0.58,Normal,,0.5,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.70,1.73,Normal,,3.1,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.80,0.79,Normal,,14.3,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,4.70,4.72,Normal,,7,4.7
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,4.05,4.02,Normal,,3,4.6
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,3.03,2.98,Normal,,5,6.4
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,4.87,4.85,Minor Flood,Falling,4,3.5
