Kukulegama(CEB),9.0
Halwathura (HMIS),NA
Anguruwathota (HMIS),NA
Dela (HMIS),8.0
Magura (Baduraliya) (HMIS),NA
Malwala (HMIS),NA
Banagoda (HMIS),12.0
Watapotha (HMIS),NA
Paragoda (HMIS),NA
