River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,2.35,2.30,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.52,3.48,Normal,,3.7,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,11.27,11.22,Normal,,24.9,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.84,1.82,Normal,,17.6,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.79,0.78,Normal,,13.8,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.24,1.26,Normal,,15.3,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.72,0.73,Normal,,3.2,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.75,1.82,Normal,,10.2,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.62,7.58,Normal,,5.6,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,3.08,3.02,Normal,,6.5,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.81,2.78,Normal,,21.9,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,5.08,5.05,Alert,Falling,16.9,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.70,2.71,Normal,,29.7,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.25,2.25,Normal,,16.4,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.60,0.60,Normal,,2.3,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.39,3.40,Normal,,33.2,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.99,0.96,Normal,,9.9,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.26,0.28,Normal,,22.9,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,0.90,0.93,Normal,,0.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,0.39,0.39,Normal,,0.0,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.56,0.56,Normal,,0.0,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.23,1.23,Normal,,0.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.15,-0.15,Normal,,0.0,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.62,0.62,Normal,,0.0,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.39,0.40,Normal,,0.0,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.11,0.11,Normal,,0.0,
,Mahaweli Ganga,Manampitiya (HMIS),m,3.00,4.30,6.00,-0.07,-0.08,Normal,,0.0,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-3.20,-3.24,Normal,,0.0,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.17,2.12,Normal,,1.3,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.75,1.73,Normal,,12.7,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.20,0.20,Normal,,0.0,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,1.30,1.30,Normal,,4.1,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.52,0.52,Normal,,0.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.26,1.26,Normal,,0.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.21,0.23,Normal,,4.7,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,0.39,0.39,Normal,,6.6,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.01,3.00,Normal,,14.9,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.77,1.75,Normal,,13.6,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.98,1.95,Normal,,1.2,
