"Weather Forecast for Main Cities
Date : 12-Mar-2026",,,,,
City,Temperature (0C),,Relative Humidity (%),,Weather
,Max,Min,Max,Min,
Anuradhapura,33,23,95,60,A few showers
Batticaloa,31,24,95,65,Several spells of showers
Colombo,31,25,85,55,Showers or thundershowers are likely after 2.00p.m
Galle,31,25,85,55,Showers or thundershowers are likely after 2.00p.m
Jaffna,33,23,95,60,A few showers
Kandy,33,19,85,45,Showers or thundershowers are likely after 2.00p.m
Nuwara-Eliya,22,11,95,40,Showers or thundershowers are likely after 2.00p.m
Ratnapura,37,23,90,65,Showers or thundershowers after 2.00p.m
Trincomalee,31,25,90,65,Mainly fair
Mannar,33,25,90,50,Mainly fair
