பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 6 - 2 2,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,32,26,90,60,பிரதானமாக சீரான வானிலை
மட்டக்களப்பு,33,26,85,65,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை பபய்யும்
சாத்தியம்"
வகாழும்பு,30,25,90,70,அடிக்கடி மலை பபய்யும்
காலி,29,25,90,70,அடிக்கடி மலை பபய்யும்
யாழ்ப்பாணம்,32,28,80,65,பிரதானமாக சீரான வானிலை
கண்டி,29,20,90,60,சிறிதளவில் மலை பபய்யும்
நுவவரலியா,21,13,95,65,அடிக்கடி மலை பபய்யும்
இரத்தினபுரி,30,23,95,65,அடிக்கடி மலை பபய்யும்
திருககாணமலை,34,25,75,50,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை பபய்யும்
சாத்தியம்"
மன்னார்,31,27,85,70,பிரதானமாக சீரான வானிலை
