பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 3 - 0 8,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,34,22,95,40,பிரதானமாக சீரான வானிலை
மட்டக்களப்பு,31,24,95,70,பிரதானமாக சீரான வானிலை
வகாழும்பு,32,25,90,65,பிரதானமாக சீரான வானிலை
காலி,29,24,85,65,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
யாழ்ப்பாணம்,33,22,95,40,பிரதானமாக சீரான வானிலை
கண்டி,33,19,90,40,பிரதானமாக சீரான வானிலை
நுவவரலியா,22,9,85,40,பிரதானமாக சீரான வானிலை
இரத்தினபுரி,37,21,95,40,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
திருககாணமலை,31,23,95,55,பிரதானமாக சீரான வானிலை
மன்னார்,32,24,95,65,பிரதானமாக சீரான வானிலை
