River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,1.20,1.20,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.12,3.08,Normal,,7.4,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,11.16,11.12,Normal,,36.9,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.85,1.85,Normal,,49.3,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.74,0.80,Normal,,9.8,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.35,1.34,Normal,,35.6,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.14,1.13,Normal,,52.2,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.80,1.79,Normal,,8.5,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.98,7.95,Normal,,2,4.2,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,4.22,4.24,Normal,,2,4.1,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.26,2.33,Normal,,2,5.2,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,4.08,4.08,Normal,,34.8,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.16,2.11,Normal,,7.2,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.15,2.15,Normal,,7.0,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.13,1.10,Normal,,0.0,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.43,4.38,Normal,,4.8,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.16,1.16,Normal,,2,6.6,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.72,0.73,Normal,,18.2,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.09,1.05,Normal,,0.0,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,0.89,0.89,Normal,,0.5,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.85,0.84,Normal,,0.0,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.33,1.33,Normal,,0.0,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-1.12,-1.12,Normal,,1.5,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.78,0.78,Normal,,0.0,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.49,0.49,Normal,,0.0,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.29,0.29,Normal,,0.8,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,-0.05,-0.07,Normal,,0.0,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-2.80,-2.85,Normal,,4.4,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.86,3.95,Normal,,17.6,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,2.18,2.18,Normal,,45.5,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.39,0.37,Normal,,0.1,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,1.48,1.48,Normal,,0.0,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.53,0.53,Normal,,0.0,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.17,1.17,Normal,,0.0,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.37,0.37,Normal,,0.0,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,0.44,0.44,Normal,,3.9,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.38,2.38,Normal,,7.7,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.25,1.28,Normal,,3.0,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.26,1.25,Normal,,14.1,,
