Masspotha,,3.5
Amunugama,,14.3
Ethiliyagala,,20.7
Ma Eliya,,34.2
Daisy Valley,,0.0
Diniminiyathanna,,0.0
Moragaswewa (HMIS),,NA
Nugawela (HMIS),,26.0
