8,"කෑගල්ල
Nffhiy
Kegalle",Dehiovita,High Wind,2022.12.07-08,2,7,,,,,2,,,,,,
,,Mawanella,Lightning,2022.12.10,13,55,,,,,12,,,,,,
,,,Tree Fallen,2022.12.10,2,6,,,,,2,,,,,,
,,,High Wind,2022.12.11,1,3,,,,,1,,,,,,
,,Kegalle,Tree Fallen,2022.12.10,3,9,,,,,3,,,,,,
,,Aranayake,Tree Fallen,2022.12.10,3,10,,,,,3,,,,,,
,,Rambukkana,Tree Fallen,2022.12.10,1,6,,,,,1,,,,,,
,,Warakapola,Tree Fallen,2022.12.10,3,13,,,,,3,,,,,,
දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,28,109,0,0,0,0,27,0,0,0,0,0,
පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,2835,10350,1,11,0,2,2798,0,0,0,0,0,
9,"යාපනය
aho;g;ghzk;
Jaffna",Delft,High Wind,2022.12.09,1,5,,,,,1,,,,,,
,,Kayts,,2022.12.09,13,52,,,,,7,,,,,,
,,Karaveddy,,2022.12.09,2,4,,,,,2,,,,,,
,,Pointpedro,,2022.12.08,15,54,,,,,10,1,,,,,
,,Kopay,,2022.12.09,7,32,,,,,5,2,,,,,
,,Velnai,,2022.12.08,17,62,,,,,10,2,,,,,
,,Uduvil,,2022.12.08,5,17,,,,,4,,,,,,
,,Nallur,,2022.12.09,13,49,,,,,8,,,,,,
,,Chavakachcheri,,2022.12.09,7,28,,,,,7,,,,,,
,,Sandilippay,,2022.12.09,11,44,,,,,9,2,1,,,,
,,Chankanai,,2022.12.09,45,181,,,,2,24,,,,,,
,,Kareinagar,,2022.12.09,10,27,,,,,9,1,,,,,
,,Jaffna,,2022.12.09,5,19,,,,,5,,,,,,
,,Maruthankerny,,2022.12.09,2,3,,,,,2,,1,,,,
දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,153,577,0,0,0,2,103,8,2,0,0,0,
10,"මුලතිව්න
Ky;iyj;jPT
Mulaitivu",Puthukkudiyiruppu,"High Wind & Heavy
Rain",2022.12.08,85,265,,,,1,40,2,2,,,,
,,Manthhai East,,2022.12.08,21,67,,,,,21,,,,,,
,,Odduusudan,,2022.12.08,134,453,,,,,116,,,,,,
,,Maritimepattu,,2022.12.08,71,238,,,,,69,,,,,,
,,,,2022.12.10,12,45,,,,,12,,,,,,
,,Thunukkai,,2022.12.08,14,43,,,,,14,,,,,,
,,Welioya,,2022.12.08,21,58,,,,,21,,,,,,
දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,358,1169,0,0,0,1,293,2,2,0,0,0,
11,"වව්නියාව
tTdpah
Vavuniya",Vavuniya,High Wind,2022.12.08,6,20,,,,,4,2,,,,,
,,Vavuniya South,High Wind,2022.12.09,3,9,,,,,3,,,,,,
දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,9,29,0,0,0,0,7,2,0,0,0,0,
12,"කිලිමනාච්චිය
fpspnehr;rp
Killinochchi",Karachchi,"High Wind & Heavy
rain",2022.12.09,28,96,,,,,15,,,,,,
,,Kandawalai,,,165,578,,,,,28,,,,,,
,,Ponakary,,,14,44,,,,,14,3,,,,,
,,Pallai,,,77,226,,,,,14,,,,,,
,,Pachchilaipalli,,,81,241,,,,,14,,,,,,
දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,365,1185,0,0,0,0,85,3,0,0,0,0,
