"දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :02nd September 2022 at 0600 hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ස්ත්‍බරගමුව පලොත
rg;ufKt
Sabaragamuwa",,,Nivithigala,High Wind,2022.08.31,1,4,,,,,1,,,,,,
,,,Rathnapura,Heavy Rain & Hi.Wind,2022.08.31,26,99,,,,,4,,,,,,
,,,Kahawaththa,Cutting Failure,2022.08.30,2,8,,,,,2,,,,,,
,,රත්නපුර,Elapaatha,Heavy Rain & Hi.Wind,2022.08.31,56,195,,,,,1,,,,,,
,1,",uj;jpdGhp
Rathnapura",Palmadulla,Heavy Rain & Hi.Wind,2022.08.31,4,13,,,,,4,,,,,,
,,,Kuruvita,Flood,2022.09.01,83,351,,,,,2,,,,,,
,,,Ayagama,Flood,2022.09.01,2,8,,,,,,2,,,,,
,,,Kiriella,Flood,2022.09.01,7,24,,,,,1,1,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,181,702,0,0,0,0,15,3,0,0,0,0,
,2,"කෑගල්ල
Nffhiy
Kegalle",Yatiyantota,High Wind,2022.08.30,1,5,,,,,1,,,,,,
,,,,Cutting Failure,2022.08.31,1,3,,,,,1,,,,,,
,,,,Cutting Failure,2022.08.31,2,9,,,,,2,,,,,,
,,,Galigamuwa,Tree fallan,2022.08.30,2,9,,,,,2,,,,,,
,,,Warakapola,High Wind,2022.08.31,1,4,,,,,1,,,,,,
,,,Bulathsinhala,Cutting Failure,2022.08.31,7,27,,,,,7,,,,,,
,,,Ruwanwella,Cutting Failure,2022.08.31,2,6,,,,,,,,,,,
,,,Dehiovita,High Wind,2022.08.31,4,2,,,,,1,1,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,20,65,0,0,0,0,15,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,201,767,0,0,0,0,30,3,0,0,0,0,
"ඌව
Cth khfhzk;
Uva",3,"ම ොනරොගල
nkhdwhfiy
Moneragala",Wellawaya,High Wind,2022.08.31,14,70,,,,2,12,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,14,70,0,0,0,2,12,0,0,0,0,0,
,4,"බදුල්ල/gJs;is/
Badulla",Passara,Cutting Failure,2022.08.30,1,5,,,,,1,,,,,,
,,,Kandaketiya,Heavy Rain & Hi.Wind,,1,5,,,,,1,,,,,,
,,,Ella,,,7,26,,,,,2,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,9,36,0,0,0,0,4,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,23,106,0,0,0,2,16,0,0,0,0,0,
"උතුරු ැද පලොත
tlkj;jpa
khfhzk;
North Central",5,"අනුරොධපුර m.Guk;
Anuradhapura",Galenbidunuwewa,High Wind,2022.08.30,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,4,0,0,0,0,1,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,1,4,0,0,0,0,1,0,0,0,0,0,
"නැමගනහිර පලොත
fpof;F
Eastern",6,"ත්‍රීකුණො ලය
jp.kiy
Trincomalee",Seruwila,High Wind,202.08.31,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1,4,0,0,0,0,1,0,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,1,4,0,0,0,0,1,0,0,0,0,0,
