"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Colombo,"Seethawaka and
Padukka
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,"Nagoda,
Baddegama and
Yakkalamulla
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,"Palindanuwara,
Bulathsinhala,
Walallawita and
Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kandy,"Pasbage Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"Ruwanwella,
Deraniyagala and
Yatiyanthota
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Dehiowita,
↑ Bulathkohupitiya,
↑ Warakapola and
↑↑ Kegalle
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Matara,"Athuraliya and
Pasgoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Kotapola and
↑ Pitabeddara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Nuwara Eliya,"Ambagamuwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Godakawela and
Kahawaththa
Divisional Secretariat","↑ Kiriella,
Pelmadulla,
↑ Ayagama and
Nivithigala","↑ Ratnapura,
↑ Kalawana,
↑ Elapatha,
↑ Kuruwita and
↑ Eheliyagoda"
