,මාතහල්,,ප්‍රධාන වශහයන් වැසි,,,වැසි ස්වල්පයක් ඇති,,,වැසි ස්වල්පයක් ඇති විය,
,,,රහිත. විටින් විට හමන,,,විය හැක. විටින් විට,,,හැක. විටින් විට හමන,
,,,පැ.කි.මී. (30-40) ක,,,හමන පැ.කි.මී. (30-40),,,පැ.කි.මී. (30-40) ක,
,,,පමණ තරමක තද සුළං,,,ක පමණ තරමක තද,,,පමණ තරමක තද සුළං,
,,,ඇතිවිය හැක.,,,සුළං ඇතිවිය හැක.,,,ඇතිවිය හැක.,
