River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.30,0.90,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,1.48,1.48,Normal,,59.9,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,9.15,9.09,Normal,,6.5,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.52,1.35,Normal,,68.7,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.25,0.24,Normal,,20.4,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.15,0.21,Normal,,11.5,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.43,0.43,Normal,,0.5,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.64,0.55,Normal,,23.1,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,4.36,4.35,Normal,,1.6,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,0.77,0.75,Normal,,8.3,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.29,1.29,Normal,,0.0,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,2.69,2.65,Normal,,29.7,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.24,1.22,Normal,,0.0,
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,1.02,1.09,Normal,,0.0,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.47,0.45,Normal,,0.0,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.20,3.13,Normal,,0.0,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.45,0.44,Normal,,0.0,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.12,0.11,Normal,,0.0,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,0.97,0.97,Normal,,0.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.43,0.42,Normal,,0.7,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.64,0.64,Normal,,13.8,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.27,1.25,Normal,,0.4,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.08,-0.08,Normal,,11.1,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.90,0.88,Normal,,9.5,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.39,0.38,Normal,,22.7,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.59,0.59,Normal,,19.2,
,Mahaweli Ganga,Manampitiya (HMIS),m,3.00,4.30,6.00,0.45,0.50,Normal,,15.1,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.82,-2.83,Normal,,16.1,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.40,1.60,Normal,,0.7,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,0.69,0.68,Normal,,4.8,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.49,0.49,Normal,,14.1,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.78,1.78,Normal,,1.7,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.50,0.50,Normal,,6.3,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.44,1.42,Normal,,23.8,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.20,0.20,Normal,,1.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,0.33,0.33,Normal,,0.0,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,1.82,1.82,Normal,,12.4,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,0.85,0.85,Normal,,7.0,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.98,1.88,Normal,,15.5,
