"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"Haldummulla and
* Uva Paranagama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,"Neluwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Gampaha,"Attanagalla
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kandy,"Delthota and
Doluwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Udunuwara and
* Ududumbara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Mawanella,
Ruwanwella,
Aranayake and
Rambukkana
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Kegalle,
↑ Bulathkohupitiya and
↑ Yatiyanthota
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kurunegala,"Alawwa and
Rideegama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matale,"Ukuwela,
Rattota and
Yatawatta
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Pallepola and
↑ Ambanganga Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Matara,"* Pitabeddara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
