"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Colombo,"Seethawaka
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,,"Yakkalamulla,
Nagoda and
Baddegama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kalutara,"* Agalawatta and
* Mathugama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Walallawita and
Bulathsinhala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Palindanuwara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
Kandy,"Ududumbara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"Yatiyanthota,
Dehiowita,
Ruwanwella,
Deraniyagala and
* Bulathkohupitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matale,"Ambanganga Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,"* Ambagamuwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Pelmadulla,
Kiriella and
Nivithigala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Eheliyagoda,
↑ Kahawaththa,
↑ Kalawana and
↑ Ayagama
Divisional Secretariat","↑ Ratnapura,
↑ Kuruwita and
↑ Elapatha
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
