"Locations for Potential Risk
නායයෑපම් අවදානම ෙැවතිය හැකි ප්‍රපේශ fdjpahd mghaKss; ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"Welimada and
Haldummulla
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Galle,"Elpitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,,"Bulathsinhala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kandy,,"Yatinuwara and
Udapalatha
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Warakapola and
Yatiyanthota
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Bulathkohupitiya,
Dehiowita,
Mawanella and
Kegalle
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kurunegala,"Polgahawela
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matara,"Akuressa and
Kotapola
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Pasgoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Ratnapura,"Openayake,
Kiriella,
Balangoda,
Imbulpe,
Ayagama,
Nivithigala and
Kalawana","Pelmadulla,
Godakawela,
Elapatha,
Kuruwita,
Eheliyagoda,
Ratnapura and
Kahawatta",
