"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 10th June 2026 at 1000hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk; Muk;gpj;j
jpfjp Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp
DS Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ හානි
KOik Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"දකුණු පලාත
njd; khfhzk;
Southern",1,"ගාල්ල
fhyp
Galle",Rathgama,Tree Falls,2026.06.05,1,7,,,,,1,,,,,,
,දිස්ික් එ තුෙ/khtl;l $l;Lj;njhif/District Total,,,,,1,7,0,0,0,0,1,0,0,0,0,0,
,පළාත් ඵ තුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,1,7,0,0,0,0,1,0,0,0,0,0,
"බස්නාහිර පලාත
Nky; khfhzk
Western",2,"ළුතර
fSj;Jiw
Kalutara",Millaniya,Fire,2026.06.03,,68,13,5,,,,,,,,,
,,,Walallawita,High Wind,2026.06.04,2,7,,,,,2,,,,,,
,,,,,2026.06.05,2,9,,,,,2,,,,,,
,,,Bandaragama,,2026.06.07,2,8,,,,,2,,,,,,
,,,Kaluthara,,2026.06.06,4,15,,,,,4,,,,,,
,,,Beruwala,,2626.06.05,4,18,,,,,4,,,,,,
,,,Madurawala,,2026.06.06,1,3,,,,,1,,,,,,
,දිස්ික් එ තුෙ/khtl;l $l;Lj;njhif/District Total,,,,,15,128,13,5,0,0,15,0,0,0,0,0,
,3,"ක ාළඹ
nfhOk;G
Colombo",Maharagama,Fire,2026.06.09,,3,3,,,,,,,,,,"Due to the sudden
fire at the
""Matara Wenasa""
restaurant at
Thalawathugoda"
,දිස්ික් එ තුෙ/khtl;l $l;Lj;njhif/District Total,,,,,0,3,3,0,0,0,0,0,0,0,0,0,
,පළාත් ඵ තුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,15,131,16,5,0,0,15,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,16,138,16,5,0,0,16,0,0,0,0,0,
ආපදා ළමනා රණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre,,,,,,,,,,,,,,,,,,
,,,,,,,"හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,
