Kandy,"*Udunuwara and
Doluwa Divisional
secretariat divisions
and surrounding
areas","*Ududumbara
Divisional
secretariat
divisions and
surrounding areas","*Udapalatha
Divisional
secretariat divisions
and surrounding
areas",
Kegalle,,"*Dehiowita,
Deraniyagala and
Yatiyanthota
Divisional
secretariat
divisions and
surrounding areas",,
Kalutara,"*Bulathsinhala,
Palindanuwara,
Agalawatta,
Walallawita,
Ingiriya,
Dodangoda and
Mathugama
Divisional
secretariat divisions
and surrounding
areas",,,
Matara,"*Pitabeddara
Divisional
secretariat divisions
and surrounding
areas",,,
Galle,"*Neluwa Divisional
secretariat divisions
and surrounding
areas",,,
