River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.30,1.00,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,2.49,2.44,Normal,,36.5,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.28,10.23,Normal,,7.8,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.56,1.56,Normal,,18.0,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.94,0.94,Normal,,55,.7
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.73,0.76,Normal,,12.9,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.65,0.65,Normal,,1.7,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.19,1.16,Normal,,22.9,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,6.60,6.52,Normal,,110.3,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,1.74,1.67,Normal,,20.7,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.53,1.52,Normal,,9.7,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,3.91,3.91,Normal,,21.4,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,1.76,1.75,Normal,,1.1,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.35,1.39,Normal,,7.4,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.52,0.50,Normal,,0.0,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.04,3.04,Normal,,3.6,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.82,0.80,Normal,,0.0,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.36,0.36,Normal,,8.1,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.90,0.90,Normal,,0.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.81,0.80,Normal,,1.0,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.78,0.78,Normal,,2.2,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.55,1.55,Normal,,0.8,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.02,-0.01,Normal,,0.0,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.24,1.24,Normal,,0.0,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.77,0.76,Normal,,1.9,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.55,0.56,Normal,,0.0,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.54,-0.56,Normal,,0.0,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.60,0.58,Normal,,0.0,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.35,-2.43,Normal,,0.0,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.60,1.58,Normal,,2.7,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.16,1.15,Normal,,6.6,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.45,0.46,Normal,,0.0,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,2.05,2.09,Normal,,0.5,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.66,0.68,Normal,,0.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.84,1.83,Normal,,0.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.25,0.25,Normal,,0.9,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,-,-,-,3.02,3.00,Normal,,0.0,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.35,3.31,Normal,,13.9,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,2.06,2.04,Normal,,27.4,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.90,2.86,Normal,,5.9,
