Kegalle,"Aranayaka,
Ruwanwella,
Dehiowita,
Bulathkohupitiya,
Warakapola,
Yatiyanthota,
Kegalle,
Rambukkana and
Mawanella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kurunegala,"Rideegama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Narammala and
Alawwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Matale,"Rattota,
Ambanganga Korale and
Naula
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matara,"Pitabeddara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Monaragala,"Badalkumbura,
Bibila and
Wellawaya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,"Ambagamuwa Korale,
Norwood and
Kothmale West
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Kahawatta,
Nivithigala,
Elapatha and
Godakawela
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Kalawana,
Pelmadulla,
Kuruwita,
Kiriella,
Eheliyagoda,
Ratnapura and
Ayagama
Divisional Secretariat",
