River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
5:00 am","Water
Level at
6:00 am",Remarks,"Water
Level
Rising or
Falling","21 Hr RF
in mm at
6.00 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,2.60,2.30,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,2.23,2.21,Normal,,0.0,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.33,10.32,Normal,,0.0,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.57,1.69,Normal,,0.0,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.78,0.77,Normal,,0.0,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.87,0.81,Normal,,0.5,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.00,1.00,Normal,,0.0,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.42,1.40,Normal,,0.0,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,6.05,6.09,Normal,,0.5,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,2.75,2.61,Normal,,0.0,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.68,1.66,Normal,,0.0,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,3.30,3.20,Normal,,0.0,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.14,2.10,Normal,,0.0,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,1.57,1.59,Normal,,4.2,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.93,0.93,Normal,,0.0,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.09,3.03,Normal,,0.0,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.78,0.77,Normal,,0.0,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.39,0.38,Normal,,2.0,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.08,1.12,Normal,,0.0,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.53,1.42,Normal,,31.7,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.20,1.18,Normal,,8.7,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.55,1.54,Normal,,0.5,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.13,0.14,Normal,,0.0,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.99,0.99,Normal,,45.3,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.99,0.91,Normal,,7.3,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.41,0.41,Normal,,0.2,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,0.90,0.88,Normal,,0.0,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-1.53,-1.52,Normal,,0.0,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.06,3.14,Normal,,0.0,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.27,1.25,Normal,,0.7,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.65,0.58,Normal,,4.2,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,2.03,2.01,Normal,,1.0,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.55,0.63,Normal,,24,.4,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.50,1.50,Normal,,1.4,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,1.58,1.46,Normal,,0.0,,
"Maha Oya
(RB 102)",Maha Oya,Badalgama,m,5.00,6.20,9.60,3.17,3.12,Normal,,0.0,,
,Maha Oya,Giriulla,m,5.50,6.50,7.50,1.91,1.86,Normal,,0.0,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.94,1.90,Normal,,0.0,,
