Masspotha,NA
Amunugama,6.2
Ethiliyagala,0.0
Ma Eliya,0.0
Daisy Valley,10.4
Diniminiyathanna,0.0
Moragaswewa (HMIS),NA
Nugawela (HMIS),NA
