பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 6 - 0 1,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,32,27,90,60,பிரதானமாக சீரான வானிலை
மட்டக்களப்பு,33,27,80,60,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
சாத்தியம்"
வகாழும்பு,32,27,80,75,அவ்வப்பபாது மலை வபய்யும்
காலி,30,26,90,80,அவ்வப்பபாது மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
யாழ்ப்பாணம்,32,28,75,70,பிரதானமாக சீரான வானிலை
கண்டி,31,22,90,60,அவ்வப்பபாது மலை வபய்யும்
நுவவரலியா,22,14,95,75,அடிக்கடி மலை வபய்யும்
இரத்தினபுரி,32,24,95,65,அவ்வப்பபாது மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
திருபகாணமலை,35,27,85,50,பிரதானமாக சீரான வானிலை
மன்னார்,32,28,90,85,பிரதானமாக சீரான வானிலை
