"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"Haldummulla and
* Welimada
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Haputhale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Hambantota,"* Walasmulla
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kandy,"* Medadumbara,
Ududumbara,
Pathadumbara,
Gangawata Korale,
Udapalatha and
Udunuwara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Thumpane
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"* Kegalle,
* Galigamuwa,
* Yatiyanthota and
* Bulathkohupitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Aranayaka and
Mawanella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kurunegala,"* Rideegama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matale,"Ukuwela
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matara,"* Kotapola and
* Mulatiyana
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Pasgoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Ratnapura,"Nivithigala,
Pelmadulla,
Kiriella,","Elapatha,
Kalawana,
Imbulpe,",
