"දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :26th November 2021 at 0600hrs",,,,,,,,,,,,,,,,,,
"පළාත
khfhzk; Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs; Remarks"
,,,Ruwanwella,"Flash Flood/ Tree
Fallen",2021.11.08-15,6,18,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,56,181,0,0,0,2,19,0,0,2,9,29,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,81,271,0,0,0,2,29,0,0,3,12,36,
"වයඹ පලාත
tlNky;
khfhzk;
North
Western",5,"පුත්තලම
Gj;jsk;
Puttalam",Wennappuwa,Flood/High Wind,2021.11.08,4,16,,,,,,,,1,4,16,Kolonjaadiya
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,4,16,0,0,0,0,0,0,0,1,4,16,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,4,16,0,0,0,0,0,0,0,1,4,16,
,6,මඩකලපුව,Manmunai North,Drowning in the sea,2021.11.23,1,7,,,1,,,,,,,,
,,"kl;lf;fsg;G
Batticaloa",Chenkalady,High Wind/ Heavy Rain,2021.11.25,2,6,,,,,2,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,3,13,0,0,1,0,2,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,3,13,0,0,1,0,2,0,0,0,0,0,
,7,,Maritimepattu,Sea water intrusion,2021.11.24,5,19,,,,,,,,,,,
,,මුලතිව්,Puthukudiyiruppu,Flood,2021.11.24,18,58,,,,,,,,1,5,14,
,,Ky;iyj;jPT,,Elephent Attack,2021.11.25,1,4,1,,,,,,,,,,
,,Mulaitivu,Welioya,Flood,2021.11.24,9,18,,,,,,,,,,,
,,,Oddusuddan,Flood,2021.11.24,1,2,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,34,101,1,0,0,0,0,0,0,1,5,14,
,8,,Karainagar,Flood & Wind,2021.11.23,191,665,,,,,2,,,1,2,8,
,,,Sandilippay,,2021.11.24,1,4,,,,,1,,,,,,
,,"යාපනය
aho;g;ghzk Jaffna",Jaffna,,2021.11.25,2,7,,,,,1,,,,,,
,,,Chankanai,,2021.11.25,1,4,,,,,,1,,,,,
,,,Delft,,2021.11.01,1,3,,,,,,1,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,196,683,0,0,0,0,4,2,0,1,2,8,
