,3,"හම්බනගතාට
`k;ghe;Njhl;il
Hambantota",Beliaththa,"Heavy
Rain/Flood",2026.04.24,1,8,,,,,,,,,,,
,,,Hambantota,High Wind,2026.05.04,2,8,,,,,2,,,,,,
,,,Thissamaharamaya,High Wind,2026.05.04,1,5,,,,,1,,,,,,
,,,Katuwana,Lightning,2026.05.07,1,5,,,,,1,,,,,,
,,,,High Wind,2026.05.11,1,3,,,,,1,,,,,,
,,,Walasmulla,Lightning,2026.05.07,1,5,,,,,1,,,,,,
,,,,"Heavy Rain and
High Wind",2026.05.12,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,8,38,0,0,0,0,7,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,17,63,0,0,0,0,13,0,0,0,0,0,
"ඌව
Cth khfhzk;
Uva",4,"ගමානරාගල
nkhdwhfiy
Moneragala",Madulla,Lightning,2026.05.13,1,3,,,,,1,,,,,,
,,,Monaragala,Tree Falls,2026.05.13,1,3,,,,,1,,,,,,
,,,Madagama,Tree Falls,2026.05.13,2,7,,,,,2,,,,,,
,,,Bibila,Lightning,2026.05.13,1,2,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,5,15,0,0,0,0,4,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,5,15,0,0,0,0,4,0,0,0,0,0,
"නැගගනහිර පලාත
fpof;F
Eastern",5,"මඩකලපුව
kl;lf;fsg;G
Batticaloa",Koralepatthu South,"High wind and
flood",2026.05.13,6,23,1,,,,5,,,,,,
,,,Manmune west,,2026.05.13,6,18,,,,,6,,,,,,
,,,Eravilpatthu,,2026.05.13,5,24,,,,,5,,,,,,
,,,Oporathpatthu,,2026.05.13,10,30,,,,,9,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,27,95,1,0,0,0,25,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,27,95,1,0,0,0,25,0,0,0,0,0,
"බස්ත්‍රනාහිර පලාත
Nky; khfhzk
Western",6,"කළුතර
fSj;Jiw
Kalutara",Dodangoda,"Heavy Rain/
Falsh flood/
Lightning/
Highwind",2026.05.13,26,96,,,,,,,,,,,
,,,Walallavita,,2026.05.13,4,11,,,,,3,,,,,,
,,,Bandaragama,,2026.05.11.13,9,33,,,,,9,,,,,,
,,,Mathugama,,2026.05.13,61,243,,,,,3,,,1,8,29,
,,,Kaluthara,,2026.05.13,23,92,,,,,12,,,,,,
,,,Bulathsinhala,,2026.05.13,2,9,,,,,2,,,,,,
,,,Horana,,2026.05.13,3,16,,,,,3,,,,,,
,,,Millaniya,,2026.05.13,3,12,,,,,3,,,,,,
,,,Beruwala,,2026.05.13,4,17,,,,,5,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,135,529,0,0,0,0,40,0,0,1,8,29,
,7,"ගකාළඹ
nfhOk;G
Colombo",Rathmalana,"Flash flood /
Tree falls",2026.05.13,117,323,,,,,,,,,,,
,,,Moratuwa,,2026.05.13,197,665,,,,,5,,,,,,
,,,Dehiwala,,2026.05.13,82,321,,,,,,,,,,,
,,,Kesbawa,,2026.05.13,42,160,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,438,1469,0,0,0,0,5,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,573,1998,0,0,0,0,45,0,0,1,8,29,
"වයඹ පලාත
tlNky;
khfhzk;
North Western",8,"පුත්තලම
Gj;jsk;
Puttalam",Puttalam,Flash flood,2026.05.13,474,1264,,,,,,,,1,21,75,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,474,1264,0,0,0,0,0,0,0,1,21,75,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,474,1264,0,0,0,0,0,0,0,1,21,75,
