"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Colombo,"Padukka
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Seethawaka
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Galle,"Elpitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Neluwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kalutara,"Walallawita,
Agalawatta,
Mathugama and
Bulathsinhala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Palindanuwara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kandy,,"Ganga Ihala Korale and
Pasbage Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,,"Yatiyanthota,
Dehiowita,
Ruwanwella,
Deraniyagala and
Bulathkohupitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Matara,"Pitabeddara,
Akuressa,
Mulatiyana and
Athuraliya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,,"Ambagamuwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Ratnapura,"Kolonna
Divisional Secretariat","Eheliyagoda,
Nivithigala,
Kuruwita,
Kahawaththa,",
