River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
"Kelani Ganga
(RB 01)",Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.40,1.80,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.23,3.14,Normal,,20.6,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,11.25,11.04,Normal,,17.1,
,Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.68,1.68,Normal,,47.7,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.83,0.78,Normal,,14.2,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.22,1.18,Normal,,97.9,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.60,0.59,Normal,,26.0,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.12,1.17,Normal,,17.7,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.27,7.29,Normal,,31.0,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,3.54,3.37,Normal,,99.4,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.61,2.66,Normal,,25.7,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,4.09,4.11,Normal,,38.8,
"Gin Ganga
(RB 09)",Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.28,2.13,Normal,,39.6,
,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.95,2.97,Normal,,57.7,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.20,1.24,Normal,,18.0,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,5.78,5.78,Alert,,84.9,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.61,1.54,Normal,,136.8,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.30,0.28,Normal,,31.5,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.68,0.68,Normal,,0.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,-0.09,-0.09,Normal,,0.0,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.58,0.58,Normal,,0.0,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.04,1.04,Normal,,0.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.28,-0.28,Normal,,0.0,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.82,0.83,Normal,,5.2,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.39,0.40,Normal,,0.3,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.15,0.15,Normal,,0.5,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Manampitiya ( Old),m,3.50,5.00,6.00,-1.21,-1.21,Normal,,0.0,
,,Manampitiya (HMIS),m,4.65,6.15,7.15,0.07,0.07,Normal,,0.0,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-0.92,-0.93,Normal,,0.0,
,Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.96,1.90,Normal,,14.7,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.49,1.48,Normal,,35.2,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.39,0.38,Normal,,0.1,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.46,1.46,Normal,,0.0,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.40,0.40,Normal,,0.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,0.84,0.84,Normal,,0.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.05,0.05,Normal,,0.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,-,-,-,0.09,0.09,Normal,,0.0,
"Maha Oya
(RB 102)",Maha Oya,Badalgama,m,5.00,6.20,9.60,2.17,2.20,Normal,,4.5,
,Maha Oya,Giriulla,m,5.50,6.50,7.50,1.26,1.28,Normal,,22.1,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,0.34,0.34,Normal,,9.9,
