"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ",,,
District,,Level 2,
,Level 1 (Yellow),,Level 3 (Red)
,,(Amber),
,,,
Badulla,,"Haldummulla,
Haputhale and
Soranathota
Divisional
Secretariat
Division(s) (DSD)
and
surrounding areas.","Lunugala,
Meegahakivula,
Hali_Ela,
Welimada,
Kandeketiya,
Uva Paranagama,
Passara,
Badulla,
↑ Bandarawela and
↑ Ella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
Colombo,"Seethawaka and
Padukka
Divisional Secretariat
Division(s) (DSD)
and
surrounding areas.",,
Galle,,"Neluwa and
Thawalama
Divisional
Secretariat
Division(s) (DSD)
and
surrounding areas.",
Gampaha,"Attanagalla
Divisional Secretariat
Division(s) (DSD)
and
surrounding areas.",,
Hambantota,"Weeraketiya,
Beliatta,
Tangalle,
Okewela and
Walasmulla
Divisional Secretariat
Division(s) (DSD)
and
surrounding areas.",,
Kandy,,,"Medadumbara,
Yatinuwara,
Hatharaliyadda,"
