,5,"වව්නියාව
tTdpah Vavuniya",Vengalacheddikulam,Flood / Heavy Rain,2025.01.21,37,119,,,,,,,,1,19,61,
,,,,,2025.01.19,5,19,,,,,,,,,,,
,,,Vavuniya,,2025.01.21,1,3,,,,,,,,,,,
,,,Vavunia North,,2025.01.19,2,11,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,45,152,0,0,0,0,0,0,0,1,19,61,
,6,"මන් ාරම
kd;dhH
Mannar",Mannar Town,Heavy Rain / Flood,2025.01.19,7262,26762,,,,,1,,,,,,
,,,Madhu,Heavy Rain / Flood,2025.01.19,1,6,,,,,,,,,,,
,,,Nanattan,Heavy Rain / Flood,2025.01.21,2,7,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,7265,26775,0,0,0,0,1,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,7970,29299,0,3,0,0,52,0,0,4,86,260,
"ැනෙ හිර පලාත
fpof;F
Eastern",7,"අම්පාර
mk;ghiw
Ampara",Samanthurei,Heavy Rain & Flood,2025.01.18,82,249,,,,,,,,,,,
,,,Pottuvil,,,5354,17608,,,,,3,,,,,,
,,,MahaOya,,,1,5,,,,,1,,,,,,
,,,Padiathalawa,,,3,9,,,,,3,,,,,,
,,,Navithaveli,,,2,4,,,,,2,,,,,,
,,,Ampara,,,7,28,,,,,7,,,,,,
,,,Thirikkovil,,,1653,5203,,,,,,,,,,,
,,,Uhana,,,1,4,,,,,,,,,,,
,,,Alayadivembu,,,3922,12690,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,11025,35800,0,0,0,0,16,0,0,0,0,0,
,8,"මඩකලපුව
kl;lf;fsg;G
Batticaloa",Manmunai North,Flood,2025.01.13,13,32,,,,,,,,,,,
,,,Manmunai South / Eruvil,,,57,189,,,,,,,,,,,
,,,Mamunai West,,,32,82,,,,,9,,,,,,
,,,Manmunai pattu,,,1,4,,,,,1,,,,,,
,,,Koralaipattu,,,120,373,,,,,,,,,,,
,,,Koralaipattu North,,,2155,5911,,,,,,,,,,,
,,,Koralaipattu West,,,100,363,,,,,1,,,,,,
,,,Koralaipattu South,,,433,1323,,,,,,,,,,,
,,,Eravur Pattu,,,3520,11220,,,,,10,,,,,,
,,,Koralaipattu Central,,,102,386,,,,,1,,,,,,
,,,Porathivu Pattu,,,21,47,,,,,,,,,,,
,,,Manmunai South West,,,53,139,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,6607,20069,0,0,0,0,22,0,0,0,0,0,
,9,"ත්‍රීකුණාමලය
jp.kiy
Trincomalee",Muthur,Heavy Rain / Flood,2025.01.19 / 18,63,240,,,,,15,,,,,,
,,,Seruvila,,,4,13,,,,,4,,,,,,
,,,Trincomalee,,,150,327,,,,,1,,,,,,
,,,Thambalagamuwa,,,40,250,,,,,,,,,,,
,,,Kinniya,,,2,6,,,,,3,,,,,,
,,,Verugal,Flood,2025.01.21,61,173,,,,,,,,1,42,119,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,320,1009,0,0,0,0,23,0,0,1,42,119,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,17952,56878,0,0,0,0,61,0,0,1,42,119,
"මධයම පලාත
kj;jpa khfhzk;
Central",10,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Maskeliya,Fire at Line houses,2025.01.17,7,33,,,,,8,,,2,7,33,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,7,33,0,0,0,0,8,0,0,2,7,33,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,7,33,0,0,0,0,8,0,0,2,7,33,
