River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
2:00 am","Water
Level at
3:00 am",Remarks,"Water
Level
Rising or
Falling","18 Hr RF
in mm at
3.00 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,2.10,2.50,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.05,3.12,Normal,,27.6,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,11.31,11.22,Normal,,9.6,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.80,1.70,Normal,,15.4,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.36,1.32,Normal,,8.3,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.15,1.12,Normal,,77.2,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.49,1.45,Normal,,15.4,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.92,1.87,Normal,,1.8,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.25,7.38,Normal,,52.2,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,6.60,6.59,Alert,Falling,49.7,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,3.27,3.22,Normal,,43.8,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,5.64,5.60,Alert,Falling,20.1,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.75,3.73,Alert,Falling,1.0,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.03,2.03,Normal,,5.5,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.48,1.50,Alert,Rising,9.4,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,5.27,5.31,Alert,Rising,5.1,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,3.24,2.90,Normal,,12.0,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.80,1.65,Normal,,107.1,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.58,1.60,Normal,,14.8,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,2.13,2.17,Normal,,0.5,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.47,1.47,Normal,,13.2,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,2.30,2.25,Normal,,2.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,1.27,1.28,Normal,,0.5,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,2.68,2.38,Normal,,21.0,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,2.10,2.10,Normal,,20.8,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,2.30,1.90,Normal,,34.2,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,2.37,2.43,Normal,,37.2,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-0.38,-0.38,Normal,,78.0,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.45,3.43,Normal,,16.7,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.49,1.43,Normal,,18.8,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,1.41,1.35,Normal,,43.1,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,4.76,4.75,Normal,,22.6,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,1.40,1.40,Normal,,18.7,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,2.72,2.74,Normal,,12.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,5.12,5.12,Alert,,5.2,
"Maha Oya
(RB 102)",Maha Oya,Badalgama,m,5.00,6.20,9.60,3.87,3.85,Normal,,0.0,
,Maha Oya,Giriulla,m,5.50,6.50,7.50,3.08,3.10,Normal,,0.6,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,3.66,3.54,Alert,Falling,0.5,
