River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,2.60,2.60,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,5.20,5.12,Normal,,4.8,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,12.40,12.19,Normal,,6.9,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,2.05,2.00,Normal,,10.4,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.42,1.39,Normal,,95.6,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.10,1.07,Normal,,44.0,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.18,1.17,Normal,,7.0,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.23,2.18,Normal,,1.6,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.86,7.84,Normal,,12.5,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,2.95,2.88,Normal,,14.6,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.80,2.68,Normal,,10.5,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,5.87,5.86,Alert,Falling,1.5,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.27,2.25,Normal,,0.0,
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,2.26,2.25,Normal,,0.9,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.83,1.83,Minor Flood,,0.0,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,5.82,5.78,Alert,Falling,14.5,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.80,1.78,Normal,,70.8,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.25,1.23,Normal,,12.7,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,2.90,2.90,Alert,,20.3,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,2.05,1.95,Normal,,26.2,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.52,1.51,Normal,,15.9,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,2.18,2.14,Normal,,35.8,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,1.95,1.95,Normal,,12.7,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.35,1.32,Normal,,0.5,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.74,0.73,Normal,,0.3,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.66,0.64,Normal,,0.0,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.28,-0.31,Normal,,0.6,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.86,0.83,Normal,,0.6,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.34,-2.38,Normal,,13.9,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.51,2.57,Normal,,29.0,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.51,1.50,Normal,,30.0,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.86,0.86,Normal,,1.3,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,2.82,2.80,Normal,,5.1,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.59,0.59,Normal,,24.4,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,2.01,1.99,Normal,,3.9,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,1.90,1.83,Normal,,1.4,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,6.15,6.13,Minor Flood,Falling,1.3,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,5.14,5.05,Alert,Falling,14.5,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,3.85,3.72,Normal,,32.5,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,5.15,5.16,Minor Flood,Rising,29.7,
