River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.10,1.50,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,0.82,0.83,Normal,,0.0,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,9.17,9.20,Normal,,0.4,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.60,1.59,Normal,,12.0,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.24,0.24,Normal,,0.0,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.91,0.83,Normal,,0.0,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.66,0.66,Normal,,21.8,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.50,0.62,Normal,,28.7,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,5.19,5.27,Normal,,1.7,,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,2.19,2.17,Normal,,70.1,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,4.05,4.37,Alert,Rising,15.0,,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,3.67,3.81,Normal,,24.6,,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,3.37,3.14,Normal,,80.4,,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.06,2.20,Normal,,49.,5,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.37,0.46,Normal,,6.0,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,2.85,2.86,Normal,,0.0,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,2.08,2.50,Normal,,9.6,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.84,0.80,Normal,,17.4,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.95,0.93,Normal,,15.6,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.84,0.81,Normal,,16.2,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.84,0.82,Normal,,28.8,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.37,1.36,Normal,,2.5,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.09,0.07,Normal,,3.8,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.88,0.88,Normal,,3.2,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.55,0.54,Normal,,0.5,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.29,0.30,Normal,,0.0,,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-0.99,-0.99,Normal,,0.0,,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,0.15,0.15,Normal,,0.0,,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.50,-2.45,Normal,,0.0,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.16,1.20,Normal,,0.0,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,0.81,0.84,Normal,,0.5,,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.71,0.70,Normal,,37.3,,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.55,1.55,Normal,,0.0,,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.51,0.51,Normal,,0.0,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.12,1.14,Normal,,0.0,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.10,0.10,Normal,,0.0,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,-,-,-,0.28,0.28,Normal,,0.0,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.02,2.02,Normal,,0.6,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,0.94,0.94,Normal,,0.0,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,0.75,0.75,Normal,,0.0,,
