5,"කුරුනෑගල
FUdhfy;
Kurunegala",Narammala,Flood,2021.05.13,84,301,,,,,,,,,,,
,,Pannala,,,54,202,,,,,2,,,,,,
,,Alawwa,,,18,55,,,,,,,,,,,
,,Polgahawela,,2021.05.14,71,228,,,,,1,,,,,,
,,Weerabugedara,,,6,17,,,,,,,,,,,
,,Paduwasnuwara W,High wind,2021.05.15,1,5,,,,,1,,,,,,
,,Kuliyapitiya W,High wind,2021.05.14,1,4,,,,,1,,,,,,
,,Nikaweratiya,Flood,2021.05.14,8,24,,,,,,,,,,,
,,Paduwasnuwara E,High wind,2021.05.14,1,4,,,,,1,,,,,,
දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,244,840,0,0,0,0,6,0,0,0,0,0,
6,"පුත්තලම/
Gj;jsk;/Puttalam",Arachchikattuwa,Flood,2021.05.12,71,266,,,,,,,,,,,
,,,High wind,2021.05.14,1,4,,,,,1,,,,,,
,,Chilaw,Flood,2021.05.13,145,485,,,,,,,,,,,
,,,High wind,2021.05.14,1,6,,,,,1,,,,,,
,,Wanathavilluwa,Lightning,2021.05.13,3,10,,,,,3,,,,,,
,,Natthandiya,Flood,2021.05.14,49,150,,,,,4,,,,,,
,,,High wind,,4,12,,,,,4,,,,,,
,,Dankotuwa,Flood / Highwind,,10,25,,,,,3,,,,,,
,,Mundalama,High wind,,2,4,,,,,2,,,,,,
,,Anamaduwa,High wind,,2,7,,,,,2,,,,,,
,,Puttalam,High wind,,6,27,,,,,6,,,,,,
,,Mahakubukkadawala,High wind,,1,4,,,,,1,,,,,,
,,Vennappuwa,Flood,,85,294,,,,,,,,,,,
,,Mahawewa,High wind,,3,11,,,,,3,,,,,,
,,Madampe,High wind,,5,13,,,,,4,,,,,,
,,Pallama,Flood,,13,39,,,,,1,,,,,,
,,Kalpitiya,High wind,2021.05.15,1,4,,,,,1,,,,,,
දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,402,1361,0,0,0,0,36,0,0,0,0,0,
පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,646,2201,0,0,0,0,42,0,0,0,0,0,
7,"ගාල්ල
fhyp
Galle",Nagoda,Flood,2021.05.13,474,1302,2,,,1,31,,,,,,
,,Thawalama,,,40,150,,1,,,21,,,,,,
,,Yakkalamulla,,,211,758,,,,,8,,,,,,
,,Kadawathsathara,,,63,176,,,,,8,,,,,,
,,Neluwa,,,45,135,,,,,25,8,,,,,
,,Niyagama,,,15,48,,,,,15,,,,,,
,,Habaraduwa,Heavy Rain,,5,16,,,,,5,,,,,,
,,Elpitiya,Flood,,47,154,,,,1,8,1,,,,,
,,Ambalangoda,Heavy Rain,,6,19,,,,,6,,,,,,
,,Baddegama,,,20,79,,,,,8,,,,,,
,,Imaduwa,Flood,,14,42,,,,,14,,,,,,
,,Bopepoddala,Heavy Rain,,1,4,,,,,1,,,,,,
,,Akmeemana,,,9,27,,,,,8,,,,,,
,,Weliviya Divithura,,,5,32,,,,,5,,,,,,
,,Gonapinuwala,,,5,21,,,,,5,,,,,,
,,Karandeniya,,,6,18,,,,,6,,,,,,
,,Hikkaduwa,,,5,13,,,,,,,,,,,
දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,971,2994,2,1,0,2,174,9,0,0,0,0,
