24 ேணி,24-48 ேணி,48-72 ேணி,72-96 ேணி,"96-120
ேணி","120-144
ேணி","144-168
ேணி"
இல்லை,இல்லை,இல்லை,இல்லை,தாழ்வான,ேிதோன,உயர்வான
