Masspotha,3.7
Amunugama,0.0
Ethiliyagala,NA
Ma Eliya,9.0
Daisy Valley,0.0
Diniminiyathanna,18.2
Moragaswewa (HMIS),NA
Nugawela (HMIS),NA
