River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,2.10,1.70,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.15,2.94,Normal,,55.2,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.10,10.00,Normal,,59.7,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.59,1.59,Normal,,46.3,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.94,0.91,Normal,,35.3,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.61,0.60,Normal,,50.5,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.70,0.69,Normal,,2,7.1
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.07,0.92,Normal,,44.3,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,5.75,5.66,Normal,,39.8,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,1.25,1.22,Normal,,2,7.1
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.22,1.20,Normal,,3.6,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,2.40,2.32,Normal,,36.7,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,1.38,1.38,Normal,,17.8,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.23,1.21,Normal,,12.4,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.58,0.53,Normal,,1.1,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.00,2.99,Normal,,5.7,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.82,0.80,Normal,,6.0,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.43,0.43,Normal,,9.8,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.93,0.92,Normal,,6.1,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,1.14,1.10,Normal,,3.9,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.69,0.70,Normal,,5.4,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.77,1.76,Normal,,4.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.10,0.10,Normal,,0.0,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.05,1.04,Normal,,5.1,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.66,0.65,Normal,,2.7,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.92,0.90,Normal,,4.3,
,,Manampitiya ( Old),m,3.50,5.00,6.00,1.13,1.04,Normal,,0.8,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,2.27,2.18,Normal,,0.8,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-1.90,-1.87,Normal,,3.8,
Mahaweli Ganga,Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.54,2.52,Normal,,5.3,
(RB 60),Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.00,0.98,Normal,,10.9,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.69,0.68,Normal,,8.9,
,Agra Oya,Calidonia,m,3.00,3.50,4.50,0.71,0.73,Normal,,6.6,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,3.72,3.65,Normal,,4.2,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.75,0.73,Normal,,10.2,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,2.65,2.64,Normal,,12.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.95,0.82,Normal,,8.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,-,-,-,5.86,5.89,Normal,,0.0,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,4.02,3.90,Normal,,14.6,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,2.73,2.64,Normal,,11.6,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.52,2.42,Normal,,56.2,
