"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"Passara and
* Ella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Hali Ela
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kalutara,"Walallawita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kandy,"Gangawata Korale,
Pathadumbara,
* Ududumbara,
* Udapalatha and
* Medadumbara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Thumpane,
↑ Pasbage Korale and
Yatinuwara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Galigamuwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kurunegala,"* Polgahawela,
Rideegama and
* Mawathagama
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matale,"* Laggala Pallegama,
* Ukuwela,
* Ambanganga Korale and
Naula
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matara,"Kotapola and
Pasgoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,"* Hanguranketha,
Walapane and",,
