River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,0.60,0.60,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,1.82,1.80,Normal,,1.2,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.03,9.92,Normal,,3.2,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.63,1.71,Normal,,,17.4
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.45,0.45,Normal,,,10.7
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.97,0.96,Normal,,31.8,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.52,0.52,Normal,,,7.9
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.48,0.43,Normal,,0.0,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,5.20,5.19,Normal,,2.1,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,1.28,1.28,Normal,,0.3,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.76,1.70,Normal,,2.5,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,2.42,2.36,Normal,,2.6,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,1.57,1.56,Normal,,1.0,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.15,1.12,Normal,,0.0,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.30,0.25,Normal,,0.0,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,2.20,2.20,Normal,,1.1,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.63,0.61,Normal,,0.0,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.12,0.12,Normal,,0.0,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.76,0.77,Normal,,0.0,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.17,0.18,Normal,,0.0,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.64,0.64,Normal,,0.0,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.17,1.17,Normal,,0.0,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.25,-0.24,Normal,,0.0,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.76,0.76,Normal,,0.0,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.41,0.41,Normal,,0.2,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.17,0.17,Normal,,0.0,
,,Manampitiya ( Old),m,3.50,5.00,6.00,-1.09,-1.09,Normal,,0.6,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,-0.05,-0.05,Normal,,0.6,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-2.83,-2.85,Normal,,0.0,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.58,1.58,Normal,,,11.6
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.27,1.30,Normal,,32.0,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.25,0.23,Normal,,0.0,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.47,1.47,Normal,,,7.6
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.42,0.43,Normal,,,8.7
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.04,1.04,Normal,,,9.2
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.16,0.15,Normal,,0.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,-,-,-,0.13,0.13,Normal,,0.3,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,1.86,1.87,Normal,,3.0,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,0.88,0.94,Normal,,,14.3
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,0.62,0.62,Normal,,1.0,
