ජල මිනුේ ස ථානය,සුළු ගංවතුර මට්ටම,මහ ගංවතුර මට්ටම,"2021/05/13 දින ප.ව. 4.00 ට
පවතින ජල මට්ටම"
"උඩුගම ජල මිණුම්
ස්ථානය",8.2 m,10.0 m,7.20 m
