,Badulla,"Several spells of
showers",,,,Showers or,,,Showers or,
,,,,,,thundershowers,,,thundershowers,
,,,,,,during the,,,during the,
,,,,,,evening or night,,,evening or night,
North-western,Kurunegala,,Several spells of,,A few showers,,,Mainly fair,,
,,,showers,,,,,,,
,Puttalam,,Several spells of,,Mainly fair,,,Mainly fair,,
,,,showers,,,,,,,
Central,Kandy,"Several spells of
showers",,,,Showers or,,,Showers or,
,,,,,,thundershowers,,,thundershowers,
,,,,,,during the,,,during the,
,,,,,,evening or night,,,evening or night.,
,Nuwara-Eliya,"Several spells of
showers",,,,Showers or,,,Showers or,
,,,,,,thundershowers,,,thundershowers,
,,,,,,during the,,,during the,
,,,,,,evening or night,,,evening or night.,
,Matale,"Several spells of
showers",,,"Several spells of
showers",Several spells of,,,Showers or,
,,,,,,showers,,,thundershowers,
,,,,,,,,,during the,
,,,,,,,,,evening or night.,
