,13,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Nuwara Eliya,Landslide,2019.12.04-05,5,21,,,,,1,,,1,2,11,Lipakele Childcare Center
,,,Walapane,Land Slide Risk,"2019.11.30/12.1
1",150,406,3,,1,,,,,10,107,272,"01. Munwatte Temple,
02. Naranthalawa
Wewakele temple,
03. Magrat School,
04. Ekangapura School,
05. Brooksight Childcare
centre
06.Liyanwala School, 07.
Watambe School, 08.
Harasbedda Temple"
,,,,Cutting Failure,2019.12.02,5,22,,,,,2,,,,,,
,,,,Rock fallen,2019.12.02,1,5,,,,,,,,,,,
,,,,Collapse of a wall,2019.12.02,1,5,,,,,1,,,,,,
,,,Hankuranketha,Landslide Risk,2019.11.30,2,10,,,,,,,,1,2,10,Kithulpe Temple
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,164,469,3,0,1,0,4,0,0,12,111,293,
,14,"ොතමල්
khj;jis
Matale",Raththota,Heavy Rain,2019.12.00,16,62,,,,,,,,1,16,62,"Pitakandara Tamil
School"
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,16,62,0,0,0,0,0,0,0,1,16,62,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,182,538,3,0,1,1,5,0,0,13,127,355,
"උතුරු ැද පලොත
tlkj;jpa
khfhzk;
North Central",,අනුරොධපුර m.Guk;,Mihinthale,,2019.11.30-,2,1,,,,1,1,,,,,,
,,,Mhavilachchiya,,,55,194,,,,,2,,,,,,
,,,Rambewa,,,8,27,,,,,,,,1,6,21,
,,,Palagala,,,7,20,,,,2,4,,,1,2,5,
,,,Galenbidunuwewa,,,75,269,,,,,,,,1,75,269,
,,,Nochchiyagama,,,27,93,,,,,,,,,,,
,15,Anuradhapura,N.P.C,Heavy Rain,2019.12.06,312,925,,,,1,,,,5,172,547,
,,,Rajanganaya,,,30,84,,,,,,,,2,30,84,
,,,N.P.E,,,46,175,,,,,5,,,1,1,5,
,,,Galnewa,,,1,1,,,,,1,,,,,,
,,,Nachchduwa,,,1,5,,,,,1,,,,,,
,,,Kahatagasdigiliya,,,2353,8409,,,,,6,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif/District Total,,,,,2917,10203,0,0,0,4,20,0,0,11,286,931,
,16,"මපොමලොන්නරුව
nghyd;dWit
Polonnaruwa",Dimbulagala,High Wind,2019.12.02,13,44,,,,,13,,,,,,
,,,,Heavy Rain,2019.12.05,8,21,,,,2,6,,,,,,
,,,Elahara,High Wind,2019.12.01,3,5,,,,,3,,,,,,
,,,Thamankaduwa,Flash flood,2019.12.05,53,174,,,,1,5,,,,,,
,,,Lankapura,Flash flood,2019.12.05,60,219,,2,,,7,,,,,,
,,,Medirigiriya,Heavy Rain,2019.12.05,15,62,,,,,1,1,,,,,
,,,Welikanda,Flash flood,2019.12.05,10,39,,,,1,9,,,,,,
,,,Higuragoda,Heavy Rain,2019.12.05,2,8,,1,,,1,1,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,164,572,0,3,0,4,45,2,0,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,3081,10775,0,3,0,8,65,2,0,11,286,931,
"වයඹ පලොත
tlNky;
khfhzk;
North Western",17,"පුත්තල
Gj;jsk; Puttalam",Nawagaththegama,Fire,2019.12.10,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif/District Total,,,,,1,4,0,0,0,0,1,0,0,0,0,0,
,18,"කුරුණෑගල
FUdhfy;
Kurunegala",Bamunakotuwa,Flash flood,2019.11.30,45,121,,,,,,,26,,,,
,,,Ibbagamuwa,Heavy Rain,2019.11.30,2,8,,,,,2,1,1,,,,
,,,Mallawapitiya,Heavy Rain,2019.11.30,13,61,,,,2,,,,,,,
,,,Alauwa,Land Slide,2019.12.03,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,61,194,0,0,0,2,3,1,27,0,0,0,
,පළොත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,62,198,0,0,0,2,4,1,27,0,0,0,
