River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,1.70,1.40,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.10,3.07,Normal,,26.2,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.86,10.75,Normal,,22.2,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.65,1.55,Normal,,39.3,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.87,0.84,Normal,,11.4,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.79,0.79,Normal,,38.4,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.91,0.92,Normal,,6.5,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.08,2.17,Normal,,10.9,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.89,7.96,Normal,,132.5,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,5.12,5.14,Normal,,68.,4
,Maguru Ganga,Magura,m,4.00,6.00,7.50,5.61,5.63,Alert,Rising,41.4,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,6.16,6.18,Alert,Rising,90.,8
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.64,3.70,Alert,Rising,9.7,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,5.95,5.94,Alert,Falling,137.5,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.33,1.35,Normal,,2.5,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,6.43,6.45,Minor Flood,Rising,5.9,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,4.76,4.74,Alert,Falling,30.2,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,4.20,4.10,Minor Flood,Falling,76.,5
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,2.95,2.72,Normal,,23.1,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.37,1.32,Normal,,4.4,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.13,1.13,Normal,,0.0,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.59,1.59,Normal,,31.8,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.06,0.06,Normal,,0.0,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.81,0.81,Normal,,2.0,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.60,0.61,Normal,,4.4,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.40,0.39,Normal,,0.3,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,0.48,0.45,Normal,,11.8,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-1.82,-1.83,Normal,,15.7,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.65,3.58,Normal,,22.1,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.42,1.40,Normal,,47.0,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.40,0.40,Normal,,0.3,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,2.14,2.14,Normal,,1.7,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.62,0.62,Normal,,8.9,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.56,1.56,Normal,,3.9,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.59,0.60,Normal,,12.8,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,0.80,0.80,Normal,,43.4,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.83,2.83,Normal,,7.2,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.82,1.82,Normal,,10.1,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,3.24,3.20,Normal,,86.,7
