"දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :12th June 2024 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"සබරගමුව පලොත
rg;ufKt
Sabaragamuwa",,"රත් පුර
,uj;jpdGhp
Rathnapura",Elapatha,,2024.06.01-02,1743,6301,1,,,5,718,295,12,2,4,22,
,,,Nivithagala,,2024.06.01-03,83,288,,,,,81,11,,,,,
,,,Ayagama,,2024.06.01-02,3942,15229,2,,,12,554,153,44,1,2,9,
,,,Pelmadulla,,2024.06.01-02,121,473,1,,,,112,6,,,,,
,,,Ehaliyagoda,,2024.06.01-02,2347,8451,1,3,,2,1093,175,1,3,30,85,
,,,Rathnapura,,2024.06.01-02,3662,14409,,1,,1,1130,392,,1,1,4,
,,,Kuruvita,,2024.06.01-02,1259,5185,,,,4,222,57,,,,,
,,,Kalawana,Heavy Rain/ High,2024.06.01-02,586,2038,,,,,529,48,1,,,,
,1,,Kiriella,"wind/ Flood/ Cutting
faliture/Landslide Risk",2024.06.01-02,2180,8137,1,,,2,205,85,,,,,
,,,Kolonna,,2024.06.01-02,8,24,,,,,8,1,,,,,
,,,Balangoda,,2024.06.01-02,7,26,,,,,5,,,,,,
,,,Opanayake,,2024.06.01-02,2,7,,,,,2,,,,,,
,,,Weligepola,,2024.06.01-02,2,10,,,,,2,,,,,,
,,,Imbulpe,,2024.06.02,6,20,,,,,3,,,,,,
,,,Kahawatta,,2024.06.02,9,28,,,,,8,1,,,,,
,,,Ebilipiya,,2024.06.06,3,9,,,,,3,,,,,,
,දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,15960,60635,6,4,0,26,4675,1224,58,7,37,120,
,2,"කෑගල්ල
Nffhiy
Kegalle",Deraniyagala,Tree Fallen,2024.06.08,1,5,,,,,,,,,,,
,,,Kegalla,Tree Fallen,2024.06.09,1,5,,,,,1,,,,,,
,,,Rambukkana,Tree Fallen,2024.06.09,,,1,,,,,,,,,,
,2024.06.09,,,,,2,10,1,0,0,0,1,0,0,0,0,0,
,පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,15962,60645,7,4,0,26,4676,1224,58,7,37,120,
"උතුරු පලොත
tl khfhzk;
Northen",3,"කිලින ොච්චිය
fpspnehr;rp
Killinochchi",Karachchi,Drought,2024.04.17,432,946,,,,,,,,,,,"Drinking water is being
distributed for drought
areas"
,දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,432,946,0,0,0,0,0,0,0,0,0,0,
,,"යොප ය
aho;g;ghzk; Jaffna",Tellippalai,,2024.06.08,1,2,,,,,1,,,,,,
,4,,Pointpedro,High Wind,2024.06.09,1,5,,,,,1,,,,,,
,දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,2,7,0,0,0,0,2,0,0,0,0,0,
,පළොත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,434,953,0,0,0,0,2,0,0,0,0,0,
,,"කළුතර
fSj;Jiw
Kalutara",Walallavita,Flood,2024.06.01/02,184,637,,1,,10,54,,,,,,
,,,Mathugama,Flash Flood,2024.06.01/02,515,1789,,,,,12,,,,,,
,,,Palindanuwara,Flood,2024.06.01/02,721,2593,,,,1,16,,,,,,
,5,,Bulathsinghla,Flood,2024.06.01/02,3517,12568,1,,,,10,,,,,,
,,,Dodangoda,Flood,2024.06.01/02,736,2752,,,,,736,,,,,,
,,,Horana,Flash Flood,2024.06.01/02,33,124,,,,,6,,,,,,
,,,Madurawela,Flood,2024.06.01/02,501,1900,,,,,7,,21,,,,
,,,Millaniya,Flood,2024.06.01/02,1236,4759,2,,,3,1,,,,,,
Western,,,Ingiriya,Flood,2024.06.01/02,750,2814,,1,,1,20,,32,,,,
,,,Agalawattha,Flood,2024.06.01/02,96,442,,,,1,4,,,,,,
,,,Kalutara,Flood,2024.06.01/02,411,1502,,,,2,8,,1,,,,
,,,Beruwala,High Wind 2024.06.06,,2,7,,,,,2,,,,,,
Nky; khfhzk;,දිස්ික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,8702,31887,3,2,0,18,876,0,54,0,0,0,
