"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Galle,"Neluwa and
Elpitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Hambantota,"Walasmulla
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,"Agalawatta and
Walallawita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Ingiriya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kandy,,"Pasbage Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Ruwanwella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matara,"Mulatiyana and
Athuraliya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Kotapola and
Pitabeddara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Ratnapura,"Kalawana,
Kolonna,
Eheliyagoda,
Kuruwita,
Kiriella,
Ayagama,
Elapatha,
Nivithigala and
Pelmadulla
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Ratnapura
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
"Note: ↑shifted one level up, ↑↑shifted two levels up, ↓shifted one level down, ↓↓shifted two levels down.",,,
*newly added with the last update,,,
