"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Badulla,"Ella
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Passara
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Galle,"Neluwa,
Nagoda and
Elpitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kalutara,"Bulathsinhala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kandy,"Yatinuwara,
Ganga Ihala Korale,
Harispattuwa and
Gangawata Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Kegalle,"Mawanella,
Aranayake and
Bulathkohupitiya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Matale,"Rattota
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Nuwara Eliya,"Walapane and
Nuwara Eliya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Ratnapura,"Weligepola,
Eheliyagoda,
Ratnapura,
Kalawana,
Kahawaththa and
Imbulpe",,
