"දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :21st January 2025 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"උතුරුමැද පලාත
tlkj;jpa
khfhzk;
North Central",1,"අනුරාධපුර
m.Guk;
Anuradhapura",Ipalogama,"Flood / Flash Flood /
Heavy Rain / High
wind",2025.01.19,1,6,,,,,,,,,,,
,,,Kahatagasdigiliya,,2025.01.18,63,225,,,,,,2,,,,,
,,,Palugaswewa,,2025.01.15,1,2,,,,,1,,,,,,
,,,,,2025.01.19,7,31,,,,,,,,,,,
,,,Na.Nu.Pa,,2025.01.15,1,5,,,,,,,,1,1,5,"Sri Anurapura Dhamma
School"
,,,,,2025.01.19,1,4,,,,,1,,,,,,
,,,Padaviya,,2025.01.16,1,3,,,,,1,,,,,,
,,,Horowpothana,,2025.01.18,77,264,,,,,,,,1,13,52,Habagama Temple
,,,Mihinthalaya,,2025.01.19,5,22,,,,,1,,,,,,
,,,Thambuttegama,,2025.01.19,2,5,,,,,,,,,,,
,,,Medawachchiya,,2025.01.19,13,36,,,,,,,,1,13,36,Isipathana Temple
,,,Kebithigollewa,,2025.01.19,20,73,,,,,,,,,,,
,,,Kekirawa,,2025.01.19,3,10,,,,,,,,,,,
,,,Rajanganaya,,2025.01.19,14,38,,,,,,,,1,14,56,"Track 09
Bodirajaramaya Temple"
,,,Galnewa,,2025.01.19,2,8,,,,1,1,,,,,,
,,,Thalawa,,2025.01.19,1,5,,,,,1,,,,,,
,,,Thirappane,,2025.01.14,,,,,,,40,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,212,737,0,0,0,1,46,2,0,4,41,149,
,2,"නපානලාන්නරුව
nghyd;dWit
Polonnaruwa",Thamankaduwa,Flood,2025.01.19,220,767,,,,,1,,,4,21,73,
,,,Lankapura,,,156,519,,,,,2,,,1,2,8,
,,,Medirigiriya,,,2,8,,,,,,,,,,,
,,,Dimbulagala,,,19,45,,,,,5,,,1,12,23,
,,,Hingurakgoda,,,31,113,,,,,,,,,,,
,,,Welikanda,,,2,9,1,,,,2,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,430,1461,1,0,0,0,10,0,0,6,35,104,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,642,2198,1,0,0,1,56,2,0,10,76,253,
,3,"කිලිනනාච්චිය
fpspnehr;rp
Killinochchi",Kandawalai,"Heavy Rain & Flash
Flood",2025.01.15-17,314,854,,,,,,,,,,,
,,,Karachchi,Tree Fallen,2025.01.15-17,1,2,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,315,856,0,0,0,0,0,0,0,0,0,0,
,4,"යාපනය
aho;g;ghzk;
Jaffna",Jaffna,High Wind,2025.01.19,50,227,,3,,,50,2,1,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,50,227,0,3,0,0,50,2,1,0,0,0,
,5,"වව්නියාව
tTdpah
Vavuniya",Vavuniya North,Flood,2025.01.19,2,11,,,,,,,,,,,
,,,Vengalacheddikulam,,,5,19,,,,,,,,,,,
,,,,,2025.01.20,19,61,,,,,,,,1,19,61,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,26,91,0,0,0,0,0,0,0,1,19,61,
