"Locations for Potential Risk
නායයෑමේ අවදානම පැවතිය හැකි ප්‍රමේශ fdjpahd mghaKs;s ,lq;fs;",,,
District,,,
,Level 1 (Yellow),Level 2 (Amber),Level 3 (Red)
,,,
Galle,"Nagoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,
Hambantota,,,"↑↑ Walasmulla
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
Kandy,"Delthota,
Pasbage Korale,
Udapalatha and
Doluwa
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Medadumbara and
Ganga Ihala Korale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Kegalle,"Dehiowita and
Deraniyagala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,"↑ Yatiyanthota and
↑ Aranayaka
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
Matale,,"Ukuwela
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",
Matara,"Mulatiyana and
Athuraliya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,"↑↑ Pasgoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
Nuwara Eliya,"Nuwara Eliya
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.",,"↑ Ambagamuwa and
↑ Kotmale
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
Ratnapura,"Balangoda
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","Eheliyagoda,
Pelmadulla,
Ratnapura and
Elapatha
Divisional Secretariat
Division(s) (DSD) and
surrounding areas.","↑ Imbulpe,
↑ Kalawana,
↑ Kahawatta,
↑ Kuruwita and
↑ Nivithigala
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
